l_x,l_y,l_h,l_vx,l_vy,l_ax,l_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance,l_dp,Dv,s_dp
-9.19854603686793,14.7165660288357,-0.00337865116707692,0.106050002929691,-0.00123913981694217,,,34.7287382926012,17.526902114382,3.13809017946156,-3.1850799806055,0.0114511049347371,,,-43.92728432946913,-2.8103360855463,44.017090970164624,-4.838546036867929,-3.079029977675809,1.2687382926011992
-9.19275839119351,14.7158518384769,-0.00335617420303651,0.156038100453455,-0.00177052968650563,0.049988097523764013,-0.00053138986956346,34.4101816934672,17.5310407553804,3.13808725162102,-3.38964914530504,0.0121697528674876,-0.20456916469954,0.0007186479327504994,-43.60294008466071,-2.8151889169035,43.69372578144793,-4.832758391193509,-3.233611044851585,0.9501816934672007
-9.18365548673425,14.7153011189009,-0.00331881024436672,0.221463225988983,-0.0024113430620684,0.06542512553552798,-0.0006408133755627702,34.0703593279803,17.5360333433248,3.13808351470686,-3.59207663194041,0.0128859839189344,-0.2024274866353699,0.0007162310514467994,-43.25401481471455,-2.8207322244238995,43.34589170698244,-4.823655486734249,-3.3706134059514268,0.6103593279802979
-9.17077449653006,14.7156007090802,-0.00326345258140445,0.305953927185097,-0.0031615511180268,0.08449070119611402,-0.0007502080559583998,33.7090152404724,17.5426048073646,3.13808094618295,-3.7906159241278,0.0135889937505508,-0.19853929218739008,0.0007030098316164,-42.879789737002454,-2.8270040982844016,42.97287888961197,-4.810774496530059,-3.484661996942703,0.24901524047239576
-9.15140416962662,14.7167748787498,-0.0032193779998039,0.413169778860365,-0.00400967552245673,0.10721585167526798,-0.0008481244044299297,33.3251554840762,17.5487592446156,3.13807685201448,-3.98247317946256,0.0142671939687374,-0.19185725533476017,0.0006782002181866011,-42.47655965370282,-2.8319843658658,42.57086157764584,-4.791404169626619,-3.569303400602195,-0.13484451592380253
-9.12186938061656,14.7177319791287,-0.00320801462582766,0.546010218361022,-0.00491349181134773,0.13284043950065705,-0.0009038162888910005,32.9197152545737,17.5556320316557,3.13807379423031,-4.164158415855,0.0149057309155325,-0.18168523639243972,0.0006385369467950992,-42.04158463519026,-2.837900052527001,42.13725804256844,-4.76186938061656,-3.6181481974939778,-0.5402847454262982
-9.07771092240943,14.7182589578652,-0.00326279536993853,0.705725646941625,-0.00578374058321169,0.15971542858060295,-0.0008702487718639596,32.4933692994777,17.5625562570657,3.13807109287961,-4.33176459775753,0.0154897200143785,-0.16760618190253052,0.0005839890988460009,-41.57108022188713,-2.844297299200502,41.6682701577689,-4.71771092240943,-3.6260389508159054,-0.9666307005223018
-9.0132660382083,14.7183336326197,-0.00344465493217468,0.891459290779562,-0.00647602938638988,0.185733643837937,-0.0006922888031781899,32.0485757196369,17.569407472256,3.13806827884477,-4.48160630111544,0.0160052087152039,-0.14984170335791003,0.0005154887008253992,-41.0618417578452,-2.8510738396362996,41.16070298944587,-4.6532660382083,-3.5901470103358784,-1.4114242803631
-8.92773553668487,14.7187965244441,-0.00365386922727288,1.10089590750499,-0.00677575567701915,0.20943661672542802,-0.00029972629062926994,31.5874887490663,17.5767373750174,3.13806661651673,-4.61073582201209,0.0164402549072152,-0.12912952089665009,0.00043504619201130065,-40.51522428575117,-2.8579408505733017,40.61589867071879,-4.567735536684869,-3.5098399145071006,-1.8725112509337016
-8.81607351021129,14.7194356665869,-0.00392888156922411,1.32956363093442,-0.00672414149510827,0.2286677234294301,5.161418191087976e-05,31.1142572803379,17.5838858122547,3.13806574801942,-4.71781067342171,0.0167896427043125,-0.10707485140961914,0.00034938779709730097,-39.93033079054919,-2.8644501456677993,40.03294133185441,-4.456073510211289,-3.3882470424872895,-2.345742719662102
