l_x,l_y,l_h,l_vx,l_vy,l_ax,l_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance
-4.69796763951796,14.6156180437944,0.0139507232886979,3.47133686180364,0.0485119444562069,,,38.5527790650476,17.4367505750258,-3.12765722425388,-5.16213948620737,-0.0718089271168338,,,-43.250746704565564,-2.8211325312314006,43.34265657826319
-4.35047399345844,14.6190781324736,0.0139536412723887,3.44879883134384,0.0483020061522238,-0.022538030459799963,-0.00020993830398310237,38.0377811799712,17.4331201048527,-3.12765538509618,-5.2613048359167,-0.0731861038401161,-0.09916534970933011,-0.001377176723282303,-42.38825517342964,-2.8140419723791013,42.48156081019265
-4.00472972222346,14.6221548241984,0.0139569664581973,3.42829872173197,0.0481690500273219,-0.020500109611869988,-0.0001329561249018979,37.5146477320411,17.4286816764922,-3.12765662678449,-5.35727461397193,-0.0745084761299293,-0.09596977805522933,-0.0013223722898131895,-41.51937745426456,-2.8065268522938,41.61412377020977
-3.66336386426172,14.625808749531,0.0139604774563045,3.41012790122848,0.0481536247841748,-0.01817082050349006,-1.5425243147099144e-05,36.9810385503264,17.42479467849,-3.1276593365723,-5.45138208619725,-0.0757947322939661,-0.09410747222532034,-0.0012862561640368114,-40.64440241458812,-2.7989859289589987,40.74066481869788
-3.32362973628055,14.6293437030898,0.0139646625199019,3.39398938027231,0.0483142819431492,-0.016138520956169966,0.0001606571589743977,36.4371024240203,17.4211552282869,-3.12766313056105,-5.54429219001624,-0.0770544403733888,-0.09291010381898968,-0.001259708079422689,-39.760732160300854,-2.791811525197099,39.85862558487693
-2.98293507829671,14.6339856482983,0.0139651977770309,3.37864474248246,0.0487427919007807,-0.015344637789850069,0.0004285099576315024,35.8829819660856,17.4177977821655,-3.12766758794383,-5.63615605793356,-0.0782894475147412,-0.09186386791732026,-0.0012350071413524122,-38.865917044382314,-2.783812133867201,38.965486237149335
-2.64186310782768,14.6387292476554,0.0139559965332768,3.36261911577798,0.0496124841234061,-0.016025626704479823,0.0008696922226254025,35.3183764957864,17.4147949927727,-3.12767227240647,-5.7267336607888,-0.0794949128909808,-0.09057760285524008,-0.0012054653762395978,-37.960239603614085,-2.7760657451172985,38.06161231194765
-2.30245768469101,14.6431986684611,0.0139252263771069,3.3449079710318,0.0512471221647681,-0.017711144746180185,0.001634638041361998,34.7454936997778,17.4123066964807,-3.12767652983212,-5.81579002465081,-0.0806638637670559,-0.0890563638620101,-0.0011689508760750894,-37.04795138446882,-2.769108028019602,37.15129420433166
-1.96562582660765,14.6487237263534,0.0138471897877283,3.32505176030672,0.0542154022957908,-0.019856210725079926,0.0029682801310226964,34.1604499490679,17.4102718386987,-3.12767927538685,-5.90245580583753,-0.0817778146889777,-0.08666578118671975,-0.0011139509219218052,-36.12607577567555,-2.7615481123453023,36.231471111820035
-1.63091075233295,14.6560543776335,0.0136820644762929,3.30296818955966,0.0594704177325479,-0.022083570747060133,0.0052550154367571045,33.568901988207,17.4073334540516,-3.12769028410622,-5.9866278321475,-0.0828303512429713,-0.0841720263099699,-0.0010525365539936077,-35.199812740539954,-2.7512790764180988,35.307171417792944
-1.29935731151863,14.6656372107507,0.013382979289613,3.27920956040982,0.0685358031512403,-0.023758629149839727,0.009065385418692402,32.9693302556912,17.4060314644444,-3.12770853702213,-6.06806420044543,-0.0838215425347345,-0.08143636829793,-0.0009911912917631993,-34.268687567209824,-2.740394253693699,34.37808470878968
