index,deltaTTCP,scenario,strategy
24,-2.3218161406671065,Scenario10,A
25,-2.3031252375131173,Scenario10,A
26,-2.285353685179764,Scenario10,A
27,-2.2684856394381088,Scenario10,A
28,-2.2525057104100292,Scenario10,A
29,-2.2373980366515402,Scenario10,A
30,-2.223590160221754,Scenario10,A
31,-2.2162103888393503,Scenario10,A
32,-2.2181625873139326,Scenario10,A
33,-2.2358431077468293,Scenario10,A
34,-2.262628782109262,Scenario10,A
35,-2.29351912423677,Scenario10,A
36,-2.3281192371161037,Scenario10,A
37,-2.3681627805504823,Scenario10,A
38,-2.4132121935425284,Scenario10,A
39,-2.46251819527367,Scenario10,A
40,-2.5146355602086614,Scenario10,A
41,-2.5658884966131708,Scenario10,A
42,-2.6140807136026143,Scenario10,A
43,-2.6593100286700726,Scenario10,A
44,-2.701718640576734,Scenario10,A
45,-2.7413561450210864,Scenario10,A
46,-2.7781708278507367,Scenario10,A
47,-2.812077736010722,Scenario10,A
48,-2.8431778406931514,Scenario10,A
49,-2.871523260419032,Scenario10,A
50,-2.897154029130819,Scenario10,A
51,-2.9110170227895913,Scenario10,A
0,-3.3499921516937663,Scenario10,B
1,-3.381500435645635,Scenario10,B
2,-3.4078764871286675,Scenario10,B
3,-3.429980465110126,Scenario10,B
4,-3.446151963720279,Scenario10,B
5,-3.4596818362849224,Scenario10,B
6,-3.471906410570687,Scenario10,B
7,-3.481768397154014,Scenario10,B
8,-3.4847026587656758,Scenario10,B
9,-3.4697882406293346,Scenario10,B
10,-3.451444925294795,Scenario10,B
11,-3.433550539688465,Scenario10,B
12,-3.4161131034180676,Scenario10,B
13,-3.3991416843140194,Scenario10,B
14,-3.3826449789210034,Scenario10,B
15,-3.3666322418738894,Scenario10,B
16,-3.3511126174299224,Scenario10,B
17,-3.3364270242920613,Scenario10,B
18,-3.3322510445248543,Scenario10,B
19,-3.336740582912585,Scenario10,B
20,-3.344068040997069,Scenario10,B
21,-3.3511188912984635,Scenario10,B
22,-3.3577895232874093,Scenario10,B
23,-3.3640569650313616,Scenario10,B
24,-3.3721037499358832,Scenario10,B
25,-3.3846586028709966,Scenario10,B
26,-3.3978588119455106,Scenario10,B
27,-3.410004898885549,Scenario10,B
28,-3.4171674163779233,Scenario10,B
29,-3.423768900555273,Scenario10,B
30,-3.4297885894664857,Scenario10,B
31,-3.4351952054751784,Scenario10,B
32,-3.4401008573046075,Scenario10,B
33,-3.4444264478194286,Scenario10,B
34,-3.4482689527499764,Scenario10,B
35,-3.451592950116401,Scenario10,B
36,-3.4545187177970176,Scenario10,B
37,-3.4570507879989196,Scenario10,B
38,-3.4590623324071013,Scenario10,B
0,-2.8590484702586485,Scenario10,B
1,-2.857679212800485,Scenario10,B
2,-2.8611184086115227,Scenario10,B
3,-2.8752992180744785,Scenario10,B
4,-2.8950877783508755,Scenario10,B
5,-2.9201546678912074,Scenario10,B
6,-2.9451848240705565,Scenario10,B
7,-2.9695471617102496,Scenario10,B
8,-2.9932393409864746,Scenario10,B
9,-3.0161092217693266,Scenario10,B
10,-3.0380221518216306,Scenario10,B
11,-3.0591471361206293,Scenario10,B
12,-3.079427996987347,Scenario10,B
13,-3.0990132682925613,Scenario10,B
14,-3.1179097330003316,Scenario10,B
15,-3.132269367935984,Scenario10,B
16,-3.12141679715971,Scenario10,B
17,-3.1014749982705876,Scenario10,B
18,-3.0820279590026796,Scenario10,B
19,-3.0630868857126328,Scenario10,B
20,-3.0446630178309313,Scenario10,B
21,-3.026768731857898,Scenario10,B
22,-3.0239508706104554,Scenario10,B
23,-3.0365328975084847,Scenario10,B
24,-3.052781421986882,Scenario10,B
25,-3.0747946767107326,Scenario10,B
26,-3.103934127986977,Scenario10,B
27,-3.136372899762402,Scenario10,B
28,-3.168926898230386,Scenario10,B
29,-3.1988074591012157,Scenario10,B
30,-3.2263378194332732,Scenario10,B
31,-3.254389270750964,Scenario10,B
32,-3.2831875829915447,Scenario10,B
33,-3.3112321470042354,Scenario10,B
34,-3.336510669549461,Scenario10,B
35,-3.358371985863635,Scenario10,B
36,-3.3772190125478776,Scenario10,B
37,-3.392804973337169,Scenario10,B
38,-3.405310176338929,Scenario10,B
39,-3.4149061772538025,Scenario10,B
40,-3.4217254708764924,Scenario10,B
41,-3.423851051404354,Scenario10,B
0,-2.4934293312355864,Scenario10,B
1,-2.46011517433518,Scenario10,B
2,-2.4204471021962926,Scenario10,B
3,-2.3819355780467877,Scenario10,B
4,-2.3445688055673326,Scenario10,B
5,-2.308333587485418,Scenario10,B
6,-2.273216823260894,Scenario10,B
7,-2.239204646240502,Scenario10,B
8,-2.206283437135804,Scenario10,B
9,-2.1744385533749595,Scenario10,B
10,-2.1436559243282742,Scenario10,B
11,-2.1139206294425827,Scenario10,B
12,-2.0852173149848756,Scenario10,B
13,-2.057530874499874,Scenario10,B
14,-2.0308462380954166,Scenario10,B
15,-2.0051471295086145,Scenario10,B
16,-1.9804184657312112,Scenario10,B
17,-1.956643958625612,Scenario10,B
18,-1.9338081297957346,Scenario10,B
19,-1.9118948926580988,Scenario10,B
20,-1.8908884297739208,Scenario10,B
21,-1.870772779756566,Scenario10,B
22,-1.8515319309783091,Scenario10,B
23,-1.8331500578164093,Scenario10,B
24,-1.8156118345213792,Scenario10,B
25,-1.7989017247147037,Scenario10,B
26,-1.7830039508298632,Scenario10,B
27,-1.7679033801120476,Scenario10,B
28,-1.753585453604404,Scenario10,B
29,-1.7400356259757106,Scenario10,B
30,-1.7272387651982983,Scenario10,B
31,-1.7151818076167609,Scenario10,B
32,-1.7071862544437897,Scenario10,B
33,-1.7144528785225992,Scenario10,B
34,-1.725209919946991,Scenario10,B
35,-1.7354931038568262,Scenario10,B
36,-1.7452146810285214,Scenario10,B
37,-1.7550656855246372,Scenario10,B
38,-1.767166615060146,Scenario10,B
39,-1.782138440222643,Scenario10,B
40,-1.7999026886228244,Scenario10,B
41,-1.821546484450553,Scenario10,B
42,-1.8514689995768416,Scenario10,B
43,-1.8825539976515677,Scenario10,B
44,-1.9138802098445336,Scenario10,B
45,-1.94763387703974,Scenario10,B
46,-1.9853566384796282,Scenario10,B
47,-2.0281710800456256,Scenario10,B
48,-2.076147528363885,Scenario10,B
49,-2.124413130100409,Scenario10,B
50,-2.171451272531127,Scenario10,B
51,-2.217374318534437,Scenario10,B
52,-2.2613777292240385,Scenario10,B
53,-2.301464105866646,Scenario10,B
54,-2.336450898689761,Scenario10,B
55,-2.366613037217155,Scenario10,B
56,-2.3900252041114696,Scenario10,B
0,-2.390776710013803,Scenario10,B
1,-2.350302009538148,Scenario10,B
2,-2.3100299032033815,Scenario10,B
3,-2.269964936080356,Scenario10,B
4,-2.230154491520385,Scenario10,B
5,-2.1912776330671058,Scenario10,B
6,-2.153558647615644,Scenario10,B
7,-2.116985743546633,Scenario10,B
8,-2.0815465306775636,Scenario10,B
9,-2.0472284303735337,Scenario10,B
10,-2.014018285048393,Scenario10,B
11,-1.9819028814771293,Scenario10,B
12,-1.950868204547346,Scenario10,B
13,-1.9299654149902983,Scenario10,B
14,-1.9311646763903894,Scenario10,B
15,-1.947128945582397,Scenario10,B
16,-1.9702583755213312,Scenario10,B
17,-1.9937803060437926,Scenario10,B
18,-2.0181751073797827,Scenario10,B
19,-2.040909575126457,Scenario10,B
20,-2.062536752944211,Scenario10,B
21,-2.082953634146967,Scenario10,B
22,-2.102287864863089,Scenario10,B
23,-2.1214005498038615,Scenario10,B
24,-2.145133391776513,Scenario10,B
25,-2.17083045283809,Scenario10,B
26,-2.1968957698136435,Scenario10,B
27,-2.224347753659751,Scenario10,B
28,-2.2528303280472493,Scenario10,B
29,-2.281389557294853,Scenario10,B
30,-2.308700290166394,Scenario10,B
31,-2.3354245963717926,Scenario10,B
32,-2.3640344252274543,Scenario10,B
33,-2.3918039913506686,Scenario10,B
34,-2.418330048583032,Scenario10,B
35,-2.4432158527546575,Scenario10,B
36,-2.467041574281885,Scenario10,B
37,-2.491018679393447,Scenario10,B
38,-2.5156703167427317,Scenario10,B
39,-2.5407825590571305,Scenario10,B
40,-2.5650674401193827,Scenario10,B
41,-2.587080215418413,Scenario10,B
42,-2.607175029499937,Scenario10,B
43,-2.625168229103724,Scenario10,B
44,-2.639664410952619,Scenario10,B
45,-2.6505443661202333,Scenario10,B
46,-2.6580444115878485,Scenario10,B
47,-2.6618214684676276,Scenario10,B
0,-3.400566704993332,Scenario10,B
1,-3.374662587627205,Scenario10,B
2,-3.349123554322574,Scenario10,B
3,-3.3239558382609595,Scenario10,B
4,-3.2991665021202263,Scenario10,B
5,-3.274763025085599,Scenario10,B
6,-3.2507526745808955,Scenario10,B
7,-3.227143304317621,Scenario10,B
8,-3.203942549713368,Scenario10,B
9,-3.1811585947505123,Scenario10,B
10,-3.158799865584665,Scenario10,B
11,-3.136874941701602,Scenario10,B
12,-3.1153923090006246,Scenario10,B
13,-3.094361642835991,Scenario10,B
14,-3.073792179306885,Scenario10,B
15,-3.053693806171089,Scenario10,B
16,-3.0340762967372066,Scenario10,B
17,-3.0149506390746916,Scenario10,B
18,-2.9963271708732035,Scenario10,B
19,-2.978217310260321,Scenario10,B
20,-2.960632905786336,Scenario10,B
21,-2.9435854449186216,Scenario10,B
22,-2.927087795271968,Scenario10,B
23,-2.9111528962909845,Scenario10,B
24,-2.8957937869886234,Scenario10,B
25,-2.881024661324449,Scenario10,B
26,-2.8668598985369727,Scenario10,B
27,-2.8606310754015145,Scenario10,B
28,-2.867658062218049,Scenario10,B
29,-2.8836259981188954,Scenario10,B
30,-2.905842298713563,Scenario10,B
31,-2.932834708371549,Scenario10,B
32,-2.961409751131616,Scenario10,B
33,-2.9893775474676083,Scenario10,B
34,-3.015562382353733,Scenario10,B
35,-3.0406014688228655,Scenario10,B
36,-3.063806041280708,Scenario10,B
37,-3.0835055787650303,Scenario10,B
38,-3.099780417863545,Scenario10,B
39,-3.112648380353438,Scenario10,B
40,-3.1223026518770722,Scenario10,B
41,-3.1289766498423024,Scenario10,B
42,-3.1200830452042494,Scenario10,B
0,-2.7167512074716367,Scenario10,B
1,-2.734086411671024,Scenario10,B
2,-2.7556004798408047,Scenario10,B
3,-2.7788980188297643,Scenario10,B
4,-2.8028722284637153,Scenario10,B
5,-2.826163746990143,Scenario10,B
6,-2.8486145951910515,Scenario10,B
7,-2.870320484856614,Scenario10,B
8,-2.8912918724078382,Scenario10,B
9,-2.91204823458239,Scenario10,B
10,-2.9315084894102186,Scenario10,B
11,-2.950337343082773,Scenario10,B
12,-2.9684094300032067,Scenario10,B
13,-2.985924840748986,Scenario10,B
14,-3.0027075381943815,Scenario10,B
15,-3.018998124686825,Scenario10,B
16,-3.0343548816004695,Scenario10,B
17,-3.049178164431156,Scenario10,B
18,-3.063465480785782,Scenario10,B
19,-3.0771263959657045,Scenario10,B
20,-3.09007855742192,Scenario10,B
21,-3.1023405782448177,Scenario10,B
22,-3.1140152496032703,Scenario10,B
23,-3.125185338236144,Scenario10,B
24,-3.1357095374170054,Scenario10,B
25,-3.1457053791497263,Scenario10,B
26,-3.155147955927517,Scenario10,B
27,-3.1640468220546403,Scenario10,B
28,-3.1723834829279527,Scenario10,B
29,-3.180197965600369,Scenario10,B
30,-3.187499036548881,Scenario10,B
31,-3.1942985862174043,Scenario10,B
32,-3.20069552966089,Scenario10,B
33,-3.20734275514305,Scenario10,B
34,-3.2156314745863392,Scenario10,B
35,-3.222469253641014,Scenario10,B
36,-3.227705021079027,Scenario10,B
37,-3.232321590922221,Scenario10,B
38,-3.2363580529085456,Scenario10,B
39,-3.2398186984334365,Scenario10,B
40,-3.2426144350021477,Scenario10,B
41,-3.2361278980919774,Scenario10,B
0,-3.113546845172446,Scenario10,B
1,-3.134496730775684,Scenario10,B
2,-3.154972870739808,Scenario10,B
3,-3.174894218910938,Scenario10,B
4,-3.194036773073459,Scenario10,B
5,-3.212417954578429,Scenario10,B
6,-3.2302718553601215,Scenario10,B
7,-3.24766609061096,Scenario10,B
8,-3.2642701589511716,Scenario10,B
9,-3.2804843025474337,Scenario10,B
10,-3.295999356821574,Scenario10,B
11,-3.311123977615939,Scenario10,B
12,-3.3255697399296418,Scenario10,B
13,-3.33940775321108,Scenario10,B
14,-3.3528046947704664,Scenario10,B
15,-3.3656608500667775,Scenario10,B
16,-3.377982240568655,Scenario10,B
17,-3.3896882654719285,Scenario10,B
18,-3.4009632744106986,Scenario10,B
19,-3.4116475767554655,Scenario10,B
20,-3.421794143349933,Scenario10,B
21,-3.431413315867914,Scenario10,B
22,-3.4406192254499954,Scenario10,B
23,-3.44931594825934,Scenario10,B
24,-3.457633763982977,Scenario10,B
25,-3.4645920682418145,Scenario10,B
26,-3.470242068823624,Scenario10,B
27,-3.47553046757675,Scenario10,B
28,-3.480532495020695,Scenario10,B
29,-3.485337902370622,Scenario10,B
30,-3.4900332825811566,Scenario10,B
31,-3.494470838547052,Scenario10,B
32,-3.4985898368895514,Scenario10,B
33,-3.502373448372342,Scenario10,B
34,-3.5059282768807782,Scenario10,B
35,-3.509202780509876,Scenario10,B
36,-3.5122146732242405,Scenario10,B
37,-3.514952809385675,Scenario10,B
38,-3.517407454358123,Scenario10,B
39,-3.510124222560019,Scenario10,B
0,-3.6075288153956184,Scenario10,B
1,-3.583687012974772,Scenario10,B
2,-3.5602249550651304,Scenario10,B
3,-3.5371477654356824,Scenario10,B
4,-3.5144624548903174,Scenario10,B
5,-3.4921766748392917,Scenario10,B
6,-3.4702977763856273,Scenario10,B
7,-3.4488332144726495,Scenario10,B
8,-3.427791123052568,Scenario10,B
9,-3.4071796901028892,Scenario10,B
10,-3.3870070230379294,Scenario10,B
11,-3.3672823024486855,Scenario10,B
12,-3.3480138590599138,Scenario10,B
13,-3.329211259154708,Scenario10,B
14,-3.310883806908763,Scenario10,B
15,-3.2930413056861236,Scenario10,B
16,-3.275693500866598,Scenario10,B
17,-3.2588509516235113,Scenario10,B
18,-3.242524303444348,Scenario10,B
19,-3.226724574232363,Scenario10,B
20,-3.2114632236040843,Scenario10,B
21,-3.196751955016374,Scenario10,B
22,-3.182603102160269,Scenario10,B
23,-3.1690295515282223,Scenario10,B
24,-3.156043886816308,Scenario10,B
25,-3.143660071090122,Scenario10,B
26,-3.1318922712766772,Scenario10,B
27,-3.1207548573204713,Scenario10,B
28,-3.1102633001005517,Scenario10,B
29,-3.1004334901106465,Scenario10,B
30,-3.091281625544914,Scenario10,B
31,-3.082825303342292,Scenario10,B
32,-3.075082099144414,Scenario10,B
33,-3.068070997447591,Scenario10,B
34,-3.0618115209253842,Scenario10,B
35,-3.0563243183612414,Scenario10,B
36,-3.051631118695078,Scenario10,B
37,-3.0477541780847015,Scenario10,B
38,-3.044717683155497,Scenario10,B
39,-3.0425468832526237,Scenario10,B
40,-3.0424369443518393,Scenario10,B
41,-3.0447250299618327,Scenario10,B
42,-3.047640340635592,Scenario10,B
43,-3.0502300000183564,Scenario10,B
0,-4.033100014784461,Scenario10,B
1,-4.025899934500259,Scenario10,B
2,-4.012795146661999,Scenario10,B
3,-3.993612548124401,Scenario10,B
4,-3.974866415931493,Scenario10,B
5,-3.956563417032546,Scenario10,B
6,-3.938801239889754,Scenario10,B
7,-3.9214064211740913,Scenario10,B
8,-3.9044762731654976,Scenario10,B
9,-3.8880178095114037,Scenario10,B
10,-3.872038726105721,Scenario10,B
11,-3.8565472164973476,Scenario10,B
12,-3.8415511010931316,Scenario10,B
13,-3.8270585630633844,Scenario10,B
14,-3.8130777791765906,Scenario10,B
15,-3.799608036543169,Scenario10,B
16,-3.7866553690816986,Scenario10,B
17,-3.7742298450167153,Scenario10,B
18,-3.7623415723050275,Scenario10,B
19,-3.7510014954896156,Scenario10,B
20,-3.7402209394058614,Scenario10,B
21,-3.730010964463033,Scenario10,B
22,-3.720383518659169,Scenario10,B
23,-3.711350937677446,Scenario10,B
24,-3.7049887719322765,Scenario10,B
25,-3.701757142100088,Scenario10,B
26,-3.702631710392116,Scenario10,B
27,-3.705792142968975,Scenario10,B
28,-3.7093096447654856,Scenario10,B
29,-3.712597950443479,Scenario10,B
30,-3.7154155751784064,Scenario10,B
31,-3.7174346167073167,Scenario10,B
32,-3.718089714357416,Scenario10,B
33,-3.716593112598167,Scenario10,B
34,-3.715619322938757,Scenario10,B
35,-3.7153635904021924,Scenario10,B
36,-3.715745287846149,Scenario10,B
37,-3.7140743775718894,Scenario10,B
0,-1.56960125815427,Scenario10,B
1,-1.543645426655405,Scenario10,B
2,-1.5185497077956436,Scenario10,B
3,-1.4942962964648583,Scenario10,B
4,-1.4708686870213743,Scenario10,B
5,-1.448249287574919,Scenario10,B
6,-1.4264210117635425,Scenario10,B
7,-1.4053675187312598,Scenario10,B
8,-1.3850720129676724,Scenario10,B
9,-1.3655176884840703,Scenario10,B
10,-1.3466885224256089,Scenario10,B
11,-1.3285684106835118,Scenario10,B
12,-1.3098982233733478,Scenario10,B
13,-1.2294701276833635,Scenario10,B
14,-1.1481829783572097,Scenario10,B
15,-1.0635333078104185,Scenario10,B
16,-0.9823803483273874,Scenario10,B
17,-0.9209937072753895,Scenario10,B
18,-0.8752653519317857,Scenario10,B
19,-0.8329397315998275,Scenario10,B
20,-0.7921367552158518,Scenario10,B
21,-0.7305413537656991,Scenario10,B
22,-0.6383599350257096,Scenario10,B
23,-0.5446678579655364,Scenario10,B
24,-0.44937453243282555,Scenario10,B
25,-0.4452127540443662,Scenario10,B
26,-0.4858799411161261,Scenario10,B
27,-0.5338359475678667,Scenario10,B
28,-0.5802569985811488,Scenario10,B
29,-0.6282640936797668,Scenario10,B
30,-0.692810694810245,Scenario10,B
31,-0.7752536005701285,Scenario10,B
32,-0.8522899980338416,Scenario10,B
33,-0.918018641820479,Scenario10,B
34,-0.9804778580845892,Scenario10,B
35,-1.0406637462318082,Scenario10,B
36,-1.097564126411259,Scenario10,B
37,-1.1466733258969621,Scenario10,B
38,-1.190880172646259,Scenario10,B
39,-1.2335771036252474,Scenario10,B
40,-1.27377486422631,Scenario10,B
41,-1.310957860388303,Scenario10,B
42,-1.3455367340073576,Scenario10,B
43,-1.3788348050499852,Scenario10,B
44,-1.4215075520774576,Scenario10,B
45,-1.4767629548735148,Scenario10,B
46,-1.5415268669161752,Scenario10,B
47,-1.6143858971471887,Scenario10,B
48,-1.6936779580913428,Scenario10,B
49,-1.7752142185928508,Scenario10,B
50,-1.8573277226461542,Scenario10,B
51,-1.9410058387647213,Scenario10,B
52,-2.024522487683223,Scenario10,B
53,-2.10710070693266,Scenario10,B
54,-2.187991779360083,Scenario10,B
55,-2.266833902406326,Scenario10,B
56,-2.343649049533847,Scenario10,B
57,-2.418274105156979,Scenario10,B
58,-2.489894385741984,Scenario10,B
59,-2.555927179268895,Scenario10,B
60,-2.6110625486890537,Scenario10,B
0,-2.588473685536335,Scenario10,B
1,-2.6098894328920315,Scenario10,B
2,-2.633122929742826,Scenario10,B
3,-2.659088472099124,Scenario10,B
4,-2.6864146237599043,Scenario10,B
5,-2.7162945088075263,Scenario10,B
6,-2.7560981135920786,Scenario10,B
7,-2.798821065932809,Scenario10,B
8,-2.8418002696975018,Scenario10,B
9,-2.885756427379578,Scenario10,B
10,-2.9297738617017988,Scenario10,B
11,-2.97440924065921,Scenario10,B
12,-3.017711984755736,Scenario10,B
13,-3.0589021331939055,Scenario10,B
14,-3.09803565323974,Scenario10,B
15,-3.1347866830141076,Scenario10,B
16,-3.1695704718926447,Scenario10,B
17,-3.2023491953428307,Scenario10,B
18,-3.23328301214628,Scenario10,B
19,-3.2622970973092618,Scenario10,B
20,-3.289500743794803,Scenario10,B
21,-3.308363958411282,Scenario10,B
22,-3.311355403308453,Scenario10,B
23,-3.312181138633677,Scenario10,B
24,-3.316566167212404,Scenario10,B
25,-3.3238131074883013,Scenario10,B
26,-3.333702621328843,Scenario10,B
27,-3.342322296340053,Scenario10,B
28,-3.3515490831733707,Scenario10,B
29,-3.3604737570147027,Scenario10,B
30,-3.3686007079900957,Scenario10,B
31,-3.376209387784715,Scenario10,B
32,-3.3832059392648084,Scenario10,B
33,-3.3895589923219207,Scenario10,B
34,-3.395394090677603,Scenario10,B
35,-3.400673006860535,Scenario10,B
36,-3.4053427971879744,Scenario10,B
37,-3.4094704688814126,Scenario10,B
38,-3.412898807827931,Scenario10,B
39,-3.4144628031778326,Scenario10,B
40,-3.3989942162639317,Scenario10,B
0,-3.1032506233306654,Scenario10,B
1,-3.072141003587074,Scenario10,B
2,-3.041354706600906,Scenario10,B
3,-3.0108984744154537,Scenario10,B
4,-2.9807792340395856,Scenario10,B
5,-2.95100415933236,Scenario10,B
6,-2.922053212415099,Scenario10,B
7,-2.90596395128929,Scenario10,B
8,-2.8978944845963213,Scenario10,B
9,-2.8828496083600794,Scenario10,B
10,-2.8556046418674685,Scenario10,B
11,-2.828759448561676,Scenario10,B
12,-2.802323128865097,Scenario10,B
13,-2.7763048935999572,Scenario10,B
14,-2.7507148271797,Scenario10,B
15,-2.7255629778975865,Scenario10,B
16,-2.700860335641264,Scenario10,B
17,-2.7098516498404863,Scenario10,B
18,-2.7534827919823246,Scenario10,B
19,-2.804892212706647,Scenario10,B
20,-2.8763604105603826,Scenario10,B
21,-2.947652929142376,Scenario10,B
22,-3.0169255251934244,Scenario10,B
23,-3.085170883995632,Scenario10,B
24,-3.147708837573056,Scenario10,B
25,-3.2039571298790883,Scenario10,B
26,-3.254311978632642,Scenario10,B
27,-3.298913497075206,Scenario10,B
28,-3.338086717828685,Scenario10,B
29,-3.3726645671030058,Scenario10,B
30,-3.4031875134163676,Scenario10,B
31,-3.4300860472609656,Scenario10,B
32,-3.4533582924302806,Scenario10,B
33,-3.4732084750901837,Scenario10,B
34,-3.4877272746949552,Scenario10,B
35,-3.495063317026336,Scenario10,B
36,-3.4999923200897283,Scenario10,B
37,-3.504120638033424,Scenario10,B
38,-3.5074235107744998,Scenario10,B
39,-3.494913712982647,Scenario10,B
0,-3.1054363148607376,Scenario10,B
1,-3.0734958661194103,Scenario10,B
2,-3.0418682822834597,Scenario10,B
3,-3.0105598784626206,Scenario10,B
4,-2.9795776472906184,Scenario10,B
5,-2.9489288122635062,Scenario10,B
6,-2.9186201903663602,Scenario10,B
7,-2.8886595472465477,Scenario10,B
8,-2.859054440877331,Scenario10,B
9,-2.829813157928356,Scenario10,B
10,-2.800943886640051,Scenario10,B
11,-2.7724552343364546,Scenario10,B
12,-2.7443560487000145,Scenario10,B
13,-2.7166553135547233,Scenario10,B
14,-2.6893631023105504,Scenario10,B
15,-2.6624886142598196,Scenario10,B
16,-2.636042293915899,Scenario10,B
17,-2.6100348444243657,Scenario10,B
18,-2.5844768022860407,Scenario10,B
19,-2.572100738592896,Scenario10,B
20,-2.6401639540680346,Scenario10,B
21,-2.722374977111568,Scenario10,B
22,-2.8122519657318654,Scenario10,B
23,-2.90229016015667,Scenario10,B
24,-2.983131115787582,Scenario10,B
25,-3.055611961841006,Scenario10,B
26,-3.120476364248896,Scenario10,B
27,-3.178382297119608,Scenario10,B
28,-3.2299147496330813,Scenario10,B
29,-3.275627731607477,Scenario10,B
30,-3.3160764435125643,Scenario10,B
31,-3.351648752988484,Scenario10,B
32,-3.3826866778580396,Scenario10,B
33,-3.409501840592392,Scenario10,B
34,-3.432379596011112,Scenario10,B
35,-3.45158017450764,Scenario10,B
36,-3.4672556674492645,Scenario10,B
37,-3.4795823754074884,Scenario10,B
38,-3.4888909446687064,Scenario10,B
39,-3.4954932512234227,Scenario10,B
40,-3.48535489298946,Scenario10,B
0,-2.2624839583098275,Scenario10,B
1,-2.2906806383982623,Scenario10,B
2,-2.3180199447969496,Scenario10,B
3,-2.3452394710698763,Scenario10,B
4,-2.373379077915424,Scenario10,B
5,-2.4028229198121016,Scenario10,B
6,-2.4312317672737818,Scenario10,B
7,-2.4348473813762976,Scenario10,B
8,-2.4229606202904113,Scenario10,B
9,-2.4115045164943525,Scenario10,B
10,-2.4004748347366824,Scenario10,B
11,-2.389868373790478,Scenario10,B
12,-2.3784254389566826,Scenario10,B
13,-2.381508307909044,Scenario10,B
14,-2.398636508608721,Scenario10,B
15,-2.420628834271044,Scenario10,B
16,-2.4437131859763235,Scenario10,B
17,-2.4675440223344873,Scenario10,B
18,-2.4905422190450235,Scenario10,B
19,-2.5145756908768817,Scenario10,B
20,-2.5388201542730116,Scenario10,B
21,-2.5620437353437167,Scenario10,B
22,-2.583355631370026,Scenario10,B
23,-2.602908152305405,Scenario10,B
24,-2.620724467231375,Scenario10,B
25,-2.635731623461558,Scenario10,B
26,-2.6488820579445433,Scenario10,B
27,-2.6606478463940055,Scenario10,B
28,-2.670937313943326,Scenario10,B
29,-2.679851171892013,Scenario10,B
30,-2.6873715210937204,Scenario10,B
31,-2.6932296115849583,Scenario10,B
32,-2.69711564957731,Scenario10,B
33,-2.698342884360634,Scenario10,B
34,-2.694861683941775,Scenario10,B
35,-2.679462952987948,Scenario10,B
36,-2.621189530990282,Scenario10,B
0,-2.8551695126799155,Scenario10,B
1,-2.866970874259879,Scenario10,B
2,-2.87553725652842,Scenario10,B
3,-2.8812087655391743,Scenario10,B
4,-2.878097800835075,Scenario10,B
5,-2.869636833725319,Scenario10,B
6,-2.8570646385756957,Scenario10,B
7,-2.8398959230921017,Scenario10,B
8,-2.8219275873159155,Scenario10,B
9,-2.8031880067057933,Scenario10,B
10,-2.7850273010732316,Scenario10,B
11,-2.7667429466983244,Scenario10,B
12,-2.7492222831464463,Scenario10,B
13,-2.7320977625770184,Scenario10,B
14,-2.7153168286659204,Scenario10,B
15,-2.6991780990224945,Scenario10,B
16,-2.683341870077335,Scenario10,B
17,-2.6677090230790146,Scenario10,B
18,-2.652671675804796,Scenario10,B
19,-2.63828229717014,Scenario10,B
20,-2.6240831145767425,Scenario10,B
21,-2.6104909467645503,Scenario10,B
22,-2.5972650392012024,Scenario10,B
23,-2.586844154149668,Scenario10,B
24,-2.593422672003596,Scenario10,B
25,-2.6103573281762906,Scenario10,B
26,-2.6389818015995603,Scenario10,B
27,-2.6791163589024904,Scenario10,B
28,-2.7202249508302057,Scenario10,B
29,-2.7584725164971515,Scenario10,B
30,-2.794578480506603,Scenario10,B
31,-2.8282912768629926,Scenario10,B
32,-2.85870354314373,Scenario10,B
33,-2.886015293743721,Scenario10,B
34,-2.910695334095698,Scenario10,B
35,-2.9329346315127274,Scenario10,B
36,-2.951385923193701,Scenario10,B
37,-2.966189866399134,Scenario10,B
38,-2.977571302230981,Scenario10,B
39,-2.9851054102570567,Scenario10,B
40,-2.986048881887471,Scenario10,B
41,-2.9399049913813107,Scenario10,B
0,-2.2259881371740224,Scenario10,B
1,-2.186189232317126,Scenario10,B
2,-2.1475399567360114,Scenario10,B
3,-2.110027898203975,Scenario10,B
4,-2.0736393743180486,Scenario10,B
5,-2.038360679644171,Scenario10,B
6,-2.004177614690552,Scenario10,B
7,-1.9710761660039697,Scenario10,B
8,-1.9390416207041872,Scenario10,B
9,-1.9080588040591246,Scenario10,B
10,-1.8781123064536116,Scenario10,B
11,-1.8491873651171957,Scenario10,B
12,-1.821268158987368,Scenario10,B
13,-1.7943385705843822,Scenario10,B
14,-1.7683829588098368,Scenario10,B
15,-1.7433854068645713,Scenario10,B
16,-1.7193301765905584,Scenario10,B
17,-1.6962004378240856,Scenario10,B
18,-1.6739804089484438,Scenario10,B
19,-1.6526538410098421,Scenario10,B
20,-1.6322047856047122,Scenario10,B
21,-1.6126170586927246,Scenario10,B
22,-1.5938743984877322,Scenario10,B
23,-1.5759611306643775,Scenario10,B
24,-1.558861830346593,Scenario10,B
25,-1.5547000597057008,Scenario10,B
26,-1.632134177155224,Scenario10,B
27,-1.7522637568513426,Scenario10,B
28,-1.8790658333339203,Scenario10,B
29,-1.992514000530206,Scenario10,B
30,-2.094003431854175,Scenario10,B
