index,deltaTTCP,scenario,strategy
12,-1.0045202732506426,Scenario11,A
13,-0.8826776745417957,Scenario11,A
14,-0.7192267285547431,Scenario11,A
15,-0.49327567583465215,Scenario11,A
16,-0.18203312812974337,Scenario11,A
17,0.24800850289372978,Scenario11,A
18,0.8724437063260533,Scenario11,A
19,1.7950246071298475,Scenario11,A
20,3.382812525341304,Scenario11,A
21,7.107345964801748,Scenario11,A
22,8.856916683660959,Scenario11,A
23,8.955878910254087,Scenario11,A
24,9.054963103769683,Scenario11,A
25,9.154159123196148,Scenario11,A
26,9.253458063658153,Scenario11,A
27,9.352851516592617,Scenario11,A
28,9.452330738287166,Scenario11,A
29,9.55188763171561,Scenario11,A
30,9.651514386906594,Scenario11,A
31,9.751203133664712,Scenario11,A
32,9.850946488369791,Scenario11,A
33,9.950737865687028,Scenario11,A
34,10.0,Scenario11,A
35,10.0,Scenario11,A
36,10.0,Scenario11,A
37,10.0,Scenario11,A
38,10.0,Scenario11,A
39,10.0,Scenario11,A
40,10.0,Scenario11,A
0,-0.060490083696984165,Scenario11,A
1,-0.03378435133514435,Scenario11,A
2,-0.007443941399084331,Scenario11,A
3,0.01849613977690856,Scenario11,A
4,0.04406448427668774,Scenario11,A
5,0.06930720498661236,Scenario11,A
6,0.09430135922337879,Scenario11,A
7,0.11909602955807364,Scenario11,A
8,0.14370019362410247,Scenario11,A
9,0.16812496076184624,Scenario11,A
10,0.19238985323461266,Scenario11,A
11,0.21653521412513532,Scenario11,A
12,0.24058459044317182,Scenario11,A
13,0.2642151993841604,Scenario11,A
14,0.2872102059728845,Scenario11,A
15,0.30960574700841503,Scenario11,A
16,0.3350596015463396,Scenario11,A
17,0.3776172819595609,Scenario11,A
18,0.4547967890205138,Scenario11,A
19,0.5730086208524043,Scenario11,A
20,0.7413471394106079,Scenario11,A
21,0.9345785167575489,Scenario11,A
22,1.16440201746524,Scenario11,A
23,1.4612360296338645,Scenario11,A
24,1.8376472405822548,Scenario11,A
25,2.3176968142345054,Scenario11,A
26,2.9539543238063803,Scenario11,A
27,3.8387187762893116,Scenario11,A
28,5.149613059957512,Scenario11,A
29,7.013042445982036,Scenario11,A
30,7.912726819051137,Scenario11,A
31,7.870753345068044,Scenario11,A
32,7.829973016786892,Scenario11,A
33,7.790364372426387,Scenario11,A
34,7.75190408124192,Scenario11,A
35,7.7145662664450745,Scenario11,A
36,7.67829633028953,Scenario11,A
37,7.642902620030268,Scenario11,A
38,7.602281674619381,Scenario11,A
0,-0.6778679081115562,Scenario11,A
1,-0.6586142688737522,Scenario11,A
2,-0.6398255805741369,Scenario11,A
3,-0.6214669949901763,Scenario11,A
4,-0.6035033128805884,Scenario11,A
5,-0.5858835561459639,Scenario11,A
6,-0.5685248087639669,Scenario11,A
7,-0.5513718120644757,Scenario11,A
8,-0.5223863914268181,Scenario11,A
9,-0.476263149099331,Scenario11,A
10,-0.4059059646849992,Scenario11,A
11,-0.32850371861625494,Scenario11,A
12,-0.2334199384723208,Scenario11,A
13,-0.1192964650120043,Scenario11,A
14,0.02541661948254914,Scenario11,A
15,0.22682615264082395,Scenario11,A
16,0.5429383791099958,Scenario11,A
17,1.042293466419412,Scenario11,A
18,1.7896595170781724,Scenario11,A
19,2.8904219480376714,Scenario11,A
20,4.737258108579815,Scenario11,A
21,8.85750012837967,Scenario11,A
22,10.0,Scenario11,A
23,10.0,Scenario11,A
24,10.0,Scenario11,A
25,10.0,Scenario11,A
26,10.0,Scenario11,A
27,10.0,Scenario11,A
28,10.0,Scenario11,A
29,10.0,Scenario11,A
30,10.0,Scenario11,A
31,10.0,Scenario11,A
32,10.0,Scenario11,A
33,10.0,Scenario11,A
0,-0.3188792976907031,Scenario11,A
1,-0.2932497841569006,Scenario11,A
2,-0.27165653838298365,Scenario11,A
3,-0.2501437766336174,Scenario11,A
4,-0.2290608699201071,Scenario11,A
5,-0.20813609710811143,Scenario11,A
6,-0.18531195515343413,Scenario11,A
7,-0.1550733614423212,Scenario11,A
8,-0.12213735300702666,Scenario11,A
9,-0.08849243335334123,Scenario11,A
10,-0.05426045448856964,Scenario11,A
11,-0.019565251339319634,Scenario11,A
12,0.015425131161466155,Scenario11,A
13,0.05047263447212158,Scenario11,A
14,0.08542139780917424,Scenario11,A
15,0.12021338685754523,Scenario11,A
16,0.15479337587951836,Scenario11,A
17,0.18909185027365716,Scenario11,A
18,0.22299767648352953,Scenario11,A
19,0.25610256048256685,Scenario11,A
20,0.28810411273921455,Scenario11,A
21,0.3190134537637279,Scenario11,A
22,0.3488339578330413,Scenario11,A
23,0.3775550836393382,Scenario11,A
24,0.4051913297430252,Scenario11,A
25,0.43179034186182763,Scenario11,A
26,0.45740196684010304,Scenario11,A
27,0.4882849530032929,Scenario11,A
28,0.5468623000273685,Scenario11,A
29,0.6329768409954637,Scenario11,A
30,0.7360658614239235,Scenario11,A
31,0.8623106890315626,Scenario11,A
32,1.0204295759756583,Scenario11,A
33,1.2362153110476157,Scenario11,A
34,1.5067314800229243,Scenario11,A
35,1.835591267718273,Scenario11,A
36,2.232502826672691,Scenario11,A
37,2.6837223514249606,Scenario11,A
38,3.184490245186125,Scenario11,A
39,3.7212272841474046,Scenario11,A
40,4.34731225975835,Scenario11,A
41,5.206291250334094,Scenario11,A
42,6.4939801734814315,Scenario11,A
43,8.343162168794212,Scenario11,A
44,10.0,Scenario11,A
45,9.946690947399958,Scenario11,A
46,9.879378954135408,Scenario11,A
47,9.804996968568975,Scenario11,A
0,2.61773587398722,Scenario11,A
1,2.6649610707402642,Scenario11,A
2,2.713040214369052,Scenario11,A
3,2.761047342154905,Scenario11,A
4,2.808407231676716,Scenario11,A
5,2.855596572149249,Scenario11,A
6,2.903383172156292,Scenario11,A
7,2.9508040198006045,Scenario11,A
8,2.998555161689706,Scenario11,A
9,3.0463480736243906,Scenario11,A
10,3.0939163689853406,Scenario11,A
11,3.141970525708681,Scenario11,A
12,3.186487655672204,Scenario11,A
13,3.2354768431434744,Scenario11,A
14,3.2836619733638543,Scenario11,A
15,3.3304096550895084,Scenario11,A
16,3.3770112674416413,Scenario11,A
17,3.441000615101889,Scenario11,A
18,3.550587927538981,Scenario11,A
19,3.6650224810824894,Scenario11,A
20,3.7753141545839006,Scenario11,A
21,3.8809552220045087,Scenario11,A
22,3.981972549858594,Scenario11,A
23,4.07841249537005,Scenario11,A
24,4.17033894250361,Scenario11,A
25,4.257832498518499,Scenario11,A
26,4.340986875658021,Scenario11,A
27,4.419907844162308,Scenario11,A
28,4.494712154274977,Scenario11,A
29,4.565526309461738,Scenario11,A
30,4.6324843851470305,Scenario11,A
31,4.695725698470116,Scenario11,A
32,4.755395883182966,Scenario11,A
33,4.811643971432718,Scenario11,A
34,4.864621425108218,Scenario11,A
35,4.914480426143808,Scenario11,A
36,4.961372647074211,Scenario11,A
37,4.995111649088781,Scenario11,A
0,1.8091727291822348,Scenario11,A
1,1.8488539455477508,Scenario11,A
2,1.8869868617627552,Scenario11,A
3,1.9236559883978273,Scenario11,A
4,1.9589677420860219,Scenario11,A
5,1.9930657855125382,Scenario11,A
6,2.026052119538195,Scenario11,A
7,2.0579709588531085,Scenario11,A
8,2.088867889849496,Scenario11,A
9,2.1188005396365193,Scenario11,A
10,2.147845528336081,Scenario11,A
11,2.176057958685235,Scenario11,A
12,2.203463334800275,Scenario11,A
13,2.230088786144267,Scenario11,A
14,2.2559666594174113,Scenario11,A
15,2.281141512593042,Scenario11,A
16,2.305644833347344,Scenario11,A
17,2.3294950286501157,Scenario11,A
18,2.3527072254228276,Scenario11,A
19,2.375298883363583,Scenario11,A
20,2.397290282467611,Scenario11,A
21,2.418701685380932,Scenario11,A
22,2.439548719481838,Scenario11,A
23,2.4598471320142083,Scenario11,A
24,2.479614913610658,Scenario11,A
25,2.5009888880148377,Scenario11,A
26,2.5390893736926543,Scenario11,A
27,2.5976404905643316,Scenario11,A
28,2.682098754370445,Scenario11,A
29,2.8403651010599082,Scenario11,A
30,2.9896165293402377,Scenario11,A
31,3.0726099571304393,Scenario11,A
32,3.138439371248259,Scenario11,A
33,3.199818514595082,Scenario11,A
0,0.9309088990742422,Scenario11,A
1,0.8841096994253368,Scenario11,A
2,0.8409665706652429,Scenario11,A
3,0.7864448096124708,Scenario11,A
4,0.7290209994859103,Scenario11,A
5,0.6747862685698847,Scenario11,A
6,0.6221395799488811,Scenario11,A
7,0.5724748614356114,Scenario11,A
8,0.5247929435786629,Scenario11,A
9,0.479233926878158,Scenario11,A
10,0.4351470628570926,Scenario11,A
11,0.40376142233582923,Scenario11,A
12,0.4097347797758544,Scenario11,A
13,0.4409370299212205,Scenario11,A
14,0.47421946354409705,Scenario11,A
15,0.5076729743341737,Scenario11,A
16,0.5410860595273719,Scenario11,A
17,0.5743174851054911,Scenario11,A
18,0.6073177029145778,Scenario11,A
19,0.6400401339556843,Scenario11,A
20,0.6724216657036335,Scenario11,A
21,0.7043656074078046,Scenario11,A
22,0.7358139279383931,Scenario11,A
23,0.7667545602639203,Scenario11,A
24,0.796864090111328,Scenario11,A
25,0.8258415197601425,Scenario11,A
26,0.8536742183312913,Scenario11,A
27,0.8803680926467796,Scenario11,A
28,0.9059540563306301,Scenario11,A
29,0.9304688310750284,Scenario11,A
30,0.9539511722577014,Scenario11,A
31,0.9764351814074235,Scenario11,A
32,0.9979628680281012,Scenario11,A
33,1.0185872527094542,Scenario11,A
34,1.0383660211783485,Scenario11,A
35,1.076738050943208,Scenario11,A
36,1.140495268699063,Scenario11,A
37,1.2129364377751886,Scenario11,A
38,1.3351214787416756,Scenario11,A
39,1.486840274200717,Scenario11,A
40,1.7436851449373634,Scenario11,A
41,2.1917691628590945,Scenario11,A
42,2.890256051952783,Scenario11,A
43,3.951630919839825,Scenario11,A
44,5.685200033262474,Scenario11,A
45,8.76322743422335,Scenario11,A
0,0.6248741529020156,Scenario11,A
1,0.5900541955412626,Scenario11,A
2,0.5502802046020294,Scenario11,A
3,0.5113919376411298,Scenario11,A
4,0.47925587562803296,Scenario11,A
5,0.4519156572707961,Scenario11,A
6,0.42790438024907607,Scenario11,A
7,0.4071926259007794,Scenario11,A
8,0.38695405487617407,Scenario11,A
9,0.37028006991995976,Scenario11,A
10,0.3624634151956023,Scenario11,A
11,0.36770252475821996,Scenario11,A
12,0.38737845797360126,Scenario11,A
13,0.4158892966192447,Scenario11,A
14,0.44431771490272043,Scenario11,A
15,0.4725274351002109,Scenario11,A
16,0.5004711184575759,Scenario11,A
17,0.528104426990017,Scenario11,A
18,0.5553676131524221,Scenario11,A
19,0.5821694277968361,Scenario11,A
20,0.6084566583244571,Scenario11,A
21,0.6342221515029691,Scenario11,A
22,0.6594609683532009,Scenario11,A
23,0.6841595502375377,Scenario11,A
24,0.708293606560007,Scenario11,A
25,0.731859037462381,Scenario11,A
26,0.7548778428100489,Scenario11,A
27,0.7773721335793151,Scenario11,A
28,0.7993647346171651,Scenario11,A
29,0.8208755982225349,Scenario11,A
30,0.8419330359413562,Scenario11,A
31,0.8625760159852374,Scenario11,A
32,0.8956518726732363,Scenario11,A
33,0.9578817793529658,Scenario11,A
34,1.0496532470608884,Scenario11,A
35,1.1820476328795695,Scenario11,A
36,1.3712237722672063,Scenario11,A
37,1.6441079505464558,Scenario11,A
38,2.0793314739013766,Scenario11,A
39,2.7165259879266825,Scenario11,A
40,3.545236466605704,Scenario11,A
41,4.509511703106656,Scenario11,A
42,5.782143466305756,Scenario11,A
0,0.9632492504597856,Scenario11,A
1,0.9800200301511461,Scenario11,A
2,0.9957284358208227,Scenario11,A
3,1.0117280833835864,Scenario11,A
4,1.0864012303118056,Scenario11,A
5,1.1617734492802017,Scenario11,A
6,1.2402521615780056,Scenario11,A
7,1.325214627973366,Scenario11,A
8,1.4115327490101923,Scenario11,A
9,1.4993316142346553,Scenario11,A
10,1.588697040410079,Scenario11,A
11,1.6797218530222575,Scenario11,A
12,1.7725137125328456,Scenario11,A
13,1.867208082719181,Scenario11,A
14,1.963928680737347,Scenario11,A
15,2.062787296617401,Scenario11,A
16,2.1603942998498193,Scenario11,A
17,2.2537738810216896,Scenario11,A
18,2.3429715099099986,Scenario11,A
19,2.428045243963919,Scenario11,A
20,2.5090603674159966,Scenario11,A
21,2.586096325374946,Scenario11,A
22,2.659246776123152,Scenario11,A
23,2.7286186201790015,Scenario11,A
24,2.7943268637841596,Scenario11,A
25,2.856492373169111,Scenario11,A
26,2.91524460553963,Scenario11,A
27,2.970718041132887,Scenario11,A
28,3.023052502784661,Scenario11,A
29,3.0723896211178503,Scenario11,A
30,3.1188740465796414,Scenario11,A
31,3.1626518980771174,Scenario11,A
32,3.2038691238289183,Scenario11,A
33,3.2426707385707303,Scenario11,A
34,3.27920301127857,Scenario11,A
35,3.3136104189294944,Scenario11,A
36,3.3460354599371236,Scenario11,A
37,3.376616040552967,Scenario11,A
38,3.4054876635541818,Scenario11,A
39,3.432778175805775,Scenario11,A
40,3.4586033443993167,Scenario11,A
41,3.4830082702708345,Scenario11,A
42,3.476823348044088,Scenario11,A
0,1.5794769703310858,Scenario11,A
1,1.5964099457445702,Scenario11,A
2,1.6357350974826765,Scenario11,A
3,1.717894619146855,Scenario11,A
4,1.8010220086959015,Scenario11,A
5,1.8906540693112674,Scenario11,A
6,1.9849381693142125,Scenario11,A
7,2.0809585485380557,Scenario11,A
8,2.1788125956724493,Scenario11,A
9,2.278607468000903,Scenario11,A
10,2.3804643527990432,Scenario11,A
11,2.4845330030079382,Scenario11,A
12,2.590953857719471,Scenario11,A
13,2.699856397255875,Scenario11,A
14,2.8110032304376107,Scenario11,A
15,2.9192570468527,Scenario11,A
16,3.022962947227222,Scenario11,A
17,3.1221539247099788,Scenario11,A
18,3.2168717408985255,Scenario11,A
19,3.307176234458337,Scenario11,A
20,3.393145004700245,Scenario11,A
21,3.474870270923529,Scenario11,A
22,3.5524553472245826,Scenario11,A
23,3.626013579305412,Scenario11,A
24,3.6956683070538814,Scenario11,A
25,3.7615496637427226,Scenario11,A
26,3.8237947195632866,Scenario11,A
27,3.882545380467927,Scenario11,A
28,3.937947822495297,Scenario11,A
29,3.990150375259301,Scenario11,A
30,4.039301821778833,Scenario11,A
31,4.085554389571741,Scenario11,A
32,4.129058911876775,Scenario11,A
33,4.169966395475086,Scenario11,A
34,4.208425393932194,Scenario11,A
35,4.244581856882533,Scenario11,A
36,4.278576562919657,Scenario11,A
37,4.310541751394618,Scenario11,A
38,4.340588638051265,Scenario11,A
39,4.367934789396466,Scenario11,A
0,2.0992769196273318,Scenario11,A
1,2.1297710556947727,Scenario11,A
2,2.159199355513614,Scenario11,A
3,2.1876087894443024,Scenario11,A
4,2.2150491645149653,Scenario11,A
5,2.2415845553395037,Scenario11,A
6,2.267305468878768,Scenario11,A
7,2.2922729338772463,Scenario11,A
8,2.316511447694144,Scenario11,A
9,2.3400487445942226,Scenario11,A
10,2.3629192403404553,Scenario11,A
11,2.3851730674297387,Scenario11,A
12,2.4068447369420256,Scenario11,A
13,2.427951267589617,Scenario11,A
14,2.448508894763469,Scenario11,A
15,2.4685391954112834,Scenario11,A
16,2.488066660750512,Scenario11,A
17,2.507109425707265,Scenario11,A
18,2.525676866172229,Scenario11,A
19,2.629723553672539,Scenario11,A
20,2.645953105961892,Scenario11,A
21,2.661790118025311,Scenario11,A
22,2.6947600067667072,Scenario11,A
23,2.760124295603495,Scenario11,A
24,2.8260803827914676,Scenario11,A
25,2.8966895225635287,Scenario11,A
26,2.970468685038651,Scenario11,A
27,3.045184025672366,Scenario11,A
28,3.1033703093275045,Scenario11,A
29,3.1093331829104307,Scenario11,A
30,3.1141908882717315,Scenario11,A
31,3.1006833656026083,Scenario11,A
32,3.0778083972329373,Scenario11,A
33,3.036228268601549,Scenario11,A
34,2.989623566256482,Scenario11,A
35,2.9007739894489952,Scenario11,A
0,0.5773650953007485,Scenario11,A
1,0.6122458435594291,Scenario11,A
2,0.6455672385012052,Scenario11,A
3,0.6774184708015283,Scenario11,A
4,0.7079147546429243,Scenario11,A
5,0.7372165245053677,Scenario11,A
6,0.7654344489478282,Scenario11,A
7,0.7926138466824342,Scenario11,A
8,0.8188017971482813,Scenario11,A
9,0.8440598505679757,Scenario11,A
10,0.8684773713430323,Scenario11,A
11,0.9036181314964153,Scenario11,A
12,0.9971362531016186,Scenario11,A
13,1.149605453387346,Scenario11,A
14,1.401952793205044,Scenario11,A
15,1.8637668845989377,Scenario11,A
16,2.319616597236405,Scenario11,A
17,2.7873380342234855,Scenario11,A
18,3.290967265474272,Scenario11,A
19,3.5428199768248283,Scenario11,A
20,3.5977211886411813,Scenario11,A
21,3.649477297038267,Scenario11,A
22,3.698238565594843,Scenario11,A
23,3.7441559766820998,Scenario11,A
24,3.7873789573168226,Scenario11,A
25,3.8280570763118202,Scenario11,A
26,3.866336687256796,Scenario11,A
27,3.902360685923309,Scenario11,A
28,3.9362704108247506,Scenario11,A
29,3.968201517782036,Scenario11,A
30,3.9982843980244356,Scenario11,A
31,4.0225750514138365,Scenario11,A
32,4.028380490259285,Scenario11,A
33,3.985344883111976,Scenario11,A
34,3.9356130294230365,Scenario11,A
35,3.8932406731616274,Scenario11,A
36,3.8197142397468316,Scenario11,A
37,3.7189084153789955,Scenario11,A
0,0.2507338408301467,Scenario11,A
1,0.2808060126643843,Scenario11,A
2,0.3096244370762693,Scenario11,A
3,0.33731242349620505,Scenario11,A
4,0.3639216570430328,Scenario11,A
5,0.3895052616853327,Scenario11,A
6,0.4141313071266137,Scenario11,A
7,0.43789752258406,Scenario11,A
8,0.46086848968022,Scenario11,A
9,0.48305823557391836,Scenario11,A
10,0.5044837315867539,Scenario11,A
11,0.5251812405246112,Scenario11,A
12,0.5452158392580202,Scenario11,A
13,0.5784849786009856,Scenario11,A
14,0.6241718237043692,Scenario11,A
15,0.7301712716251267,Scenario11,A
16,0.8865968470083785,Scenario11,A
17,1.0505433572075433,Scenario11,A
18,1.2865448111232962,Scenario11,A
19,1.6070519324449857,Scenario11,A
20,2.012032071351661,Scenario11,A
21,2.5307291651896495,Scenario11,A
22,3.188101113531892,Scenario11,A
23,3.9422431500704187,Scenario11,A
24,4.794263649313466,Scenario11,A
25,5.939115520071579,Scenario11,A
26,7.53367766391353,Scenario11,A
27,9.475753268895543,Scenario11,A
34,9.966225889422702,Scenario11,A
35,9.909325012448786,Scenario11,A
36,9.853780056623593,Scenario11,A
37,9.799531509995234,Scenario11,A
38,9.74638581744731,Scenario11,A
39,9.676453414432377,Scenario11,A
0,0.2972517264275272,Scenario11,A
1,0.3090291209989773,Scenario11,A
2,0.32840090115033727,Scenario11,A
3,0.3524701746739276,Scenario11,A
4,0.3761303375150784,Scenario11,A
5,0.39940749683338295,Scenario11,A
6,0.42234069029471,Scenario11,A
7,0.4449951752901482,Scenario11,A
8,0.46741101411824104,Scenario11,A
9,0.48959246533537604,Scenario11,A
10,0.511544774799555,Scenario11,A
11,0.5332805315946243,Scenario11,A
12,0.5548272739991345,Scenario11,A
13,0.576193168601471,Scenario11,A
14,0.5973627941437623,Scenario11,A
15,0.6183155605319646,Scenario11,A
16,0.639039124150931,Scenario11,A
17,0.6595392843883721,Scenario11,A
18,0.6798100382475885,Scenario11,A
19,0.699841895433158,Scenario11,A
20,0.7497962487258092,Scenario11,A
21,0.8444433037523613,Scenario11,A
22,0.9628004768574092,Scenario11,A
23,1.0850521423462742,Scenario11,A
24,1.2422135271934673,Scenario11,A
25,1.459627461684804,Scenario11,A
26,1.8016509540531425,Scenario11,A
27,2.281679286974027,Scenario11,A
28,2.8540100201381287,Scenario11,A
29,3.33420711582217,Scenario11,A
30,3.8025695199268217,Scenario11,A
31,4.463848283177172,Scenario11,A
32,5.239045157970211,Scenario11,A
33,5.656632196918535,Scenario11,A
34,5.637666893178267,Scenario11,A
0,1.2461523020096195,Scenario11,A
1,1.2803506983477089,Scenario11,A
2,1.3220858004481801,Scenario11,A
3,1.3626986659472902,Scenario11,A
4,1.4022041174304185,Scenario11,A
5,1.4406176455291106,Scenario11,A
6,1.477261428102746,Scenario11,A
7,1.514365423758529,Scenario11,A
8,1.5513466943015666,Scenario11,A
9,1.5881023645515784,Scenario11,A
10,1.6245351610053738,Scenario11,A
11,1.660506843718856,Scenario11,A
12,1.695809965594056,Scenario11,A
13,1.7303132703056834,Scenario11,A
14,1.7639858306571674,Scenario11,A
15,1.7968003615056278,Scenario11,A
16,1.8287101035631634,Scenario11,A
17,1.859630390700178,Scenario11,A
18,1.8895195804634706,Scenario11,A
19,1.9183869274690135,Scenario11,A
20,1.9462459713734743,Scenario11,A
21,1.9730960971262088,Scenario11,A
22,1.9989215142843753,Scenario11,A
23,2.0237289140568175,Scenario11,A
24,2.0475534462319525,Scenario11,A
25,2.0704294325169705,Scenario11,A
26,2.0923874050490463,Scenario11,A
27,2.1134512860836665,Scenario11,A
28,2.1336498062868086,Scenario11,A
29,2.153018175108568,Scenario11,A
30,2.171591339565195,Scenario11,A
31,2.189404678092493,Scenario11,A
32,2.2064912998064954,Scenario11,A
33,2.2228863927414153,Scenario11,A
34,2.2386265740591518,Scenario11,A
35,2.25374842097409,Scenario11,A
36,2.2682880968062116,Scenario11,A
37,2.28228214309309,Scenario11,A
38,2.295765065567362,Scenario11,A
39,2.308771336566548,Scenario11,A
40,2.32199644953599,Scenario11,A
41,2.3680161539629165,Scenario11,A
42,2.413787149628254,Scenario11,A
43,2.46013160290503,Scenario11,A
44,2.4950309253040883,Scenario11,A
0,-0.10794330129841345,Scenario11,B
1,-0.07616235005377314,Scenario11,B
2,-0.04546503139964697,Scenario11,B
3,-0.01619129197275404,Scenario11,B
4,0.01183676547975221,Scenario11,B
5,0.0387450757834622,Scenario11,B
6,0.06458778907104135,Scenario11,B
7,0.08941912989705436,Scenario11,B
8,0.11331201480157205,Scenario11,B
9,0.13637190450236059,Scenario11,B
10,0.1586762277867182,Scenario11,B
11,0.1802609502646937,Scenario11,B
12,0.20116481567078193,Scenario11,B
13,0.22143545933013087,Scenario11,B
14,0.2411416271938296,Scenario11,B
15,0.26033682973160666,Scenario11,B
16,0.2790601724498072,Scenario11,B
17,0.29735012960658347,Scenario11,B
18,0.36844267375233786,Scenario11,B
19,0.4672200601796117,Scenario11,B
20,0.5926129057099636,Scenario11,B
21,0.7299881443938587,Scenario11,B
22,0.8776895264304714,Scenario11,B
23,0.9873039932874685,Scenario11,B
24,1.0427535571632995,Scenario11,B
25,1.0987496382987982,Scenario11,B
26,1.15532937505349,Scenario11,B
27,1.212531113962288,Scenario11,B
28,1.2703859899422714,Scenario11,B
29,1.3554957120481552,Scenario11,B
30,1.4706816804932217,Scenario11,B
31,1.634102065090528,Scenario11,B
32,1.8762617846067098,Scenario11,B
33,2.2037566145499756,Scenario11,B
34,2.607833706123098,Scenario11,B
35,3.0916428752536818,Scenario11,B
36,3.602695242513287,Scenario11,B
37,4.20468458407107,Scenario11,B
38,5.26133733026727,Scenario11,B
39,7.605332096145388,Scenario11,B
40,8.168274734699402,Scenario11,B
0,-1.005285115229058,Scenario11,B
1,-0.98532888581251,Scenario11,B
2,-0.9662259666479587,Scenario11,B
3,-0.9432327682850516,Scenario11,B
4,-0.8916073339043873,Scenario11,B
5,-0.8276058260576074,Scenario11,B
6,-0.7860220968778076,Scenario11,B
7,-0.7095978539755947,Scenario11,B
8,-0.6199892457099478,Scenario11,B
9,-0.5052975545716665,Scenario11,B
10,-0.3708966545622263,Scenario11,B
11,-0.2188543413912032,Scenario11,B
12,-0.049748763706689125,Scenario11,B
13,0.13738910409465266,Scenario11,B
14,0.3719465718612387,Scenario11,B
15,0.714341947873887,Scenario11,B
16,1.171515222500612,Scenario11,B
17,1.7521972616924466,Scenario11,B
18,2.3986101694070423,Scenario11,B
19,3.1075394026578067,Scenario11,B
20,4.0100003761682865,Scenario11,B
21,5.387517101881709,Scenario11,B
22,8.052480383169302,Scenario11,B
23,10.0,Scenario11,B
24,10.0,Scenario11,B
25,10.0,Scenario11,B
26,10.0,Scenario11,B
27,10.0,Scenario11,B
28,10.0,Scenario11,B
29,10.0,Scenario11,B
30,10.0,Scenario11,B
31,10.0,Scenario11,B
32,10.0,Scenario11,B
33,10.0,Scenario11,B
34,10.0,Scenario11,B
35,10.0,Scenario11,B
36,10.0,Scenario11,B
37,10.0,Scenario11,B
38,10.0,Scenario11,B
39,10.0,Scenario11,B
40,10.0,Scenario11,B
0,0.6227536590459044,Scenario11,B
1,0.613874114901328,Scenario11,B
2,0.6254446763397792,Scenario11,B
3,0.6548493547182423,Scenario11,B
4,0.6830455852188502,Scenario11,B
5,0.7101581270923694,Scenario11,B
6,0.7362360913876214,Scenario11,B
7,0.7613295440752577,Scenario11,B
8,0.785506286679805,Scenario11,B
9,0.8088617926835817,Scenario11,B
10,0.8314647374542505,Scenario11,B
11,0.8533414030434883,Scenario11,B
12,0.8745213882065896,Scenario11,B
13,0.8950449195095254,Scenario11,B
14,0.9149722016864761,Scenario11,B
15,0.9343465690878165,Scenario11,B
16,0.9531921737914852,Scenario11,B
17,0.9715328171782587,Scenario11,B
18,0.9893973578976332,Scenario11,B
19,1.0068192344500593,Scenario11,B
20,1.0238292153109287,Scenario11,B
21,1.0404533940743228,Scenario11,B
22,1.06330202749719,Scenario11,B
23,1.14176558896486,Scenario11,B
24,1.2890551749461772,Scenario11,B
25,1.5234504176323025,Scenario11,B
26,1.8617141498916938,Scenario11,B
27,2.3048501770810534,Scenario11,B
28,2.822441177468984,Scenario11,B
29,3.318163899633297,Scenario11,B
30,3.6151906400593927,Scenario11,B
31,3.7252111363339844,Scenario11,B
32,3.8551565330789233,Scenario11,B
33,4.199805021033879,Scenario11,B
34,4.731676595199888,Scenario11,B
35,5.2954388243743695,Scenario11,B
36,5.829163371045607,Scenario11,B
37,6.19576265540565,Scenario11,B
38,6.502121636946363,Scenario11,B
39,7.325191402550665,Scenario11,B
0,0.766597302697102,Scenario11,B
1,0.7944259934182654,Scenario11,B
2,0.8211640052558931,Scenario11,B
3,0.8468643501329627,Scenario11,B
4,0.8715795176914898,Scenario11,B
5,0.9010028048077054,Scenario11,B
6,0.9814567199923077,Scenario11,B
7,1.0770337805503858,Scenario11,B
8,1.1511507824590002,Scenario11,B
9,1.228845990950258,Scenario11,B
10,1.3268399799883759,Scenario11,B
11,1.4329433880192908,Scenario11,B
12,1.6043969120112944,Scenario11,B
13,1.8245528216973295,Scenario11,B
14,2.0506677672858222,Scenario11,B
15,2.2560576145352953,Scenario11,B
16,2.4663978803468884,Scenario11,B
17,2.688734877467222,Scenario11,B
18,2.9012198526078214,Scenario11,B
19,3.057498082764388,Scenario11,B
20,3.142626429854234,Scenario11,B
21,3.2137232177235378,Scenario11,B
22,3.2810490430658015,Scenario11,B
23,3.344732984505203,Scenario11,B
24,3.40490986046685,Scenario11,B
25,3.4617204813047597,Scenario11,B
26,3.515308684586995,Scenario11,B
27,3.565820381108704,Scenario11,B
28,3.6134036549519983,Scenario11,B
29,3.658207179432203,Scenario11,B
30,3.700377661319636,Scenario11,B
31,3.7400633173651094,Scenario11,B
32,3.7774106004389028,Scenario11,B
33,3.8125641704204183,Scenario11,B
34,3.845665806243957,Scenario11,B
35,3.876854714000281,Scenario11,B
36,3.942922605865209,Scenario11,B
37,4.016039308482827,Scenario11,B
38,4.1070614317383445,Scenario11,B
39,4.248652375776483,Scenario11,B
0,-0.7482397404304097,Scenario11,B
1,-0.7269031346752448,Scenario11,B
2,-0.7061527113622152,Scenario11,B
3,-0.6858775873260945,Scenario11,B
4,-0.6660428334171402,Scenario11,B
5,-0.6466132701163154,Scenario11,B
6,-0.6275370392131103,Scenario11,B
7,-0.6087296100547763,Scenario11,B
8,-0.5901347779513753,Scenario11,B
9,-0.5717381508260901,Scenario11,B
10,-0.539578751341875,Scenario11,B
