l_x,l_y,l_h,l_vx,l_vy,l_ax,L_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance,l_dp,Dv,s_dp
-24.506753,14.328172,0.009415,3.999820000000014,0.037679999999991054,0.0,0.0,74.205772,18.461289,9.424549599999999,-8.497970000000237,0.0018599999999935335,0.0,0.0,-98.712525,-4.133117,98.79901440809678,-20.146753,-4.498150000000223,40.745771999999995
-24.106771,14.33194,0.009426,3.999820000000014,0.037679999999991054,0.0,0.0,73.35597499999997,18.461475,9.424563599999999,-8.497970000000237,0.0018599999999935335,0.0,0.0,-97.46274599999997,-4.129535000000001,97.550191784418,-19.746771,-4.498150000000223,39.89597499999997
-23.70679,14.335713,0.009439,3.999809999999968,0.037730000000006925,-0.000100000000458067,0.0005000000001587068,72.512531,18.461641,9.4245926,-8.434439999999768,0.001660000000001105,0.6353000000046904,-0.0019999999999242846,-96.219321,-4.125928,96.30774120267915,-19.346790000000002,-4.4346299999998,39.052530999999995
-23.306808,14.339492,0.009454,3.999820000000014,0.03778999999999755,0.000100000000458067,0.0005999999999062311,71.675434,18.461775,9.4246336,-8.37097,0.0013399999999919032,0.6346999999976788,-0.003200000000092018,-94.982242,-4.1222829999999995,95.07165462154664,-18.946808,-4.371149999999986,38.215433999999995
-22.906826,14.343277,0.009471,3.999820000000014,0.037850000000005934,0.0,0.0006000000000838668,70.84467699999999,18.461861,9.4246966,-8.307570000000055,0.0008599999999958641,0.6339999999994461,-0.0047999999999603915,-93.75150299999999,-4.1185839999999985,93.84192585898938,-18.546826,-4.307750000000041,37.38467699999999
-22.373517,14.348335,0.009497,5.3330899999999914,0.05058000000000007,13.332699999999775,0.12729999999994135,70.020254,18.461883,9.4247806,-8.244229999999959,0.00022000000001298758,0.633400000000961,-0.006399999999828765,-92.39377099999999,-4.113548,92.48529719230372,-18.013517,-2.9111399999999676,36.56025399999999
-21.973535,14.352138,0.009519,3.999820000000014,0.03802999999999557,-13.332699999999775,-0.12550000000004502,69.20215999999999,18.46183,9.4248756,-8.180940000000021,-0.0005300000000119098,0.6328999999993812,-0.007500000000248974,-91.17569499999999,-4.109691999999999,91.26826900444583,-17.613535,-4.181120000000007,35.74215999999999
-21.573554,14.355951,0.009543,3.999809999999968,0.03812999999999178,-0.000100000000458067,0.0009999999999621423,68.39038799999997,18.461701,9.4249656,-8.11772000000019,-0.0012899999999760325,0.6321999999983063,-0.007599999999641227,-89.96394199999997,-4.105750000000002,90.057581819866,-17.213554000000002,-4.117910000000222,34.93038799999997
-21.173572,14.359773,0.009569,3.999820000000014,0.03822000000001324,0.000100000000458067,0.000900000000214618,67.58079599999999,18.461511,9.425033599999999,-8.095919999999808,-0.0018999999999991246,0.21800000000382624,-0.006100000000230921,-88.754368,-4.101738000000001,88.84909731505475,-16.813572,-4.096099999999794,34.12079599999999
-20.773591,14.363606,0.009597,3.9998100000000036,0.038330000000001974,-0.00010000000010279564,0.0010999999998873022,66.76859099999999,18.461268,9.4250986,-8.122050000000058,-0.0024300000000110344,-0.26130000000250675,-0.005300000000119098,-87.54218199999998,-4.097662,87.63803091801735,-16.413591,-4.122240000000055,33.308590999999986
-20.240282,14.368735,0.009638,5.3330899999999914,0.05128999999998385,13.332799999999878,0.12959999999981875,65.953015,18.460972,9.4251626,-8.15575999999993,-0.002959999999987417,-0.33709999999871343,-0.005299999999763827,-86.193297,-4.092237000000003,86.29038678435958,-15.880282000000001,-2.8226699999999383,32.49301499999999
