l_x,l_y,l_h,l_vx,l_vy,l_ax,L_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance,l_dp,Dv,s_dp
-24.773408,14.325662,0.009409,3.999820000000014,0.037650000000013506,0.0,0.0,74.83204299999997,18.486203,9.4294556,-6.793699999999774,-0.03204000000000207,0.0,0.0,-99.60545099999997,-4.160541,99.69230647510408,-20.413408,-2.79387999999976,41.37204299999997
-24.373426,14.329427,0.009419,3.999820000000014,0.037650000000013506,0.0,0.0,74.152673,18.482999,9.4295136,-6.793699999999774,-0.03204000000000207,0.0,0.0,-98.52609899999999,-4.153571999999999,98.61361135521294,-20.013426,-2.79387999999976,40.69267299999999
-23.973444,14.333197,0.00943,3.9998199999999784,0.03769999999999385,-3.552713678800501e-13,0.0004999999998034355,73.47098199999999,18.479745,9.4295706,-6.816910000000007,-0.03253999999998314,-0.23210000000233322,-0.004999999999810711,-97.44442599999999,-4.146548000000001,97.5326100275481,-19.613444,-2.8170900000000287,40.01098199999999
-23.573462,14.336972,0.009444,3.999820000000014,0.03774999999999196,3.552713678800501e-13,0.0004999999999810711,72.78700899999998,18.476441,9.429626599999999,-6.839730000000088,-0.033039999999999736,-0.2282000000008111,-0.005000000000165983,-96.36047099999999,-4.139469000000002,96.44934201405316,-19.213462,-2.8399100000000743,39.32700899999998
-23.17348,14.340753,0.00946,3.9998199999999784,0.03781000000000034,-3.552713678800501e-13,0.0006000000000838668,72.10084199999997,18.473088,9.4296816,-6.861670000000117,-0.033530000000006055,-0.21940000000029158,-0.004900000000063187,-95.27432199999997,-4.132335000000001,95.36389581551241,-18.813480000000002,-2.861850000000139,38.64084199999997
-22.640171,14.345804,0.009484,5.333090000000027,0.05050999999999917,13.332700000000486,0.12699999999998823,71.41248599999997,18.469689000000002,9.4297336,-6.883559999999989,-0.033989999999981535,-0.2188999999987118,-0.0045999999997548,-94.05265699999997,-4.123885000000003,94.14302266367311,-18.280171,-1.5504699999999616,37.95248599999997
-22.24019,14.349602,0.009505,3.9998100000000036,0.037980000000015224,-13.332800000000233,-0.12529999999983943,70.72227099999998,18.466243000000002,9.429787600000001,-6.902149999999949,-0.03446000000000282,-0.18589999999960582,-0.004700000000212867,-92.96246099999998,-4.116641000000001,93.05356461898381,-17.88019,-2.9023399999999455,37.26227099999998
-21.840208,14.353408,0.009527,3.9998199999999784,0.03805999999999088,9.999999974752427e-05,0.000799999999756551,70.03162999999998,18.462758,9.4298416,-6.906409999999994,-0.034850000000012926,-0.042600000000447835,-0.003900000000101045,-91.87183799999998,-4.109350000000001,91.96369596161705,-17.480208,-2.9065900000000156,36.57162999999998
-21.440226,14.357224,0.009552,3.999820000000014,0.03816000000000486,3.552713678800501e-13,0.001000000000139778,69.34169299999999,18.459239,9.4298966,-6.899369999999863,-0.03519000000000716,0.07040000000131386,-0.003399999999942338,-90.78191899999999,-4.102015,90.87454728571022,-17.080226,-2.8995499999998486,35.88169299999999
-21.040245,14.361049,0.009578,3.9998100000000036,0.03824999999999079,-0.00010000000010279564,0.0008999999998593466,68.65274899999997,18.455687,9.4299526,-6.8894400000002065,-0.035519999999991114,0.09929999999656047,-0.0032999999998395424,-89.69299399999997,-4.0946380000000016,89.78640895500318,-16.680245,-2.889630000000203,35.19274899999997
