l_x,l_y,l_h,l_vx,l_vy,l_ax,l_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance
36.5591687200706,17.5843376854801,-3.12766085054161,-2.86286061239264,-0.0393269265376549,,,-9.1654985727963,14.3348582049281,0.0139224532296514,4.92494841002014,0.0683675676426409,,,45.724667292866904,3.249479480552001,45.83998599408491
36.2689698441996,17.5860576161553,-3.12765680359764,-2.85228917011095,-0.0392644315588351,0.010571442281690047,6.249497881979926e-05,-8.66873130183265,14.3366811672844,0.0139184590142739,4.99732543264049,0.069377260786344,0.07237702262034951,0.001009693143703097,44.93770114603225,3.249376448870901,45.05502670731187
35.9822358516483,17.5864739577331,-3.12765097273445,-2.83858834093036,-0.0391643175645632,0.013700829180590013,0.00010011399427189982,-8.16247470645314,14.3372064167159,0.0139151979384655,5.05941655439281,0.0702489328541451,0.0620911217523199,0.000871672067801102,44.14471055810144,3.2492675410172023,44.26413005822729
35.699766048491,17.5852879597937,-3.12764420952346,-2.82304389382381,-0.0390351419985387,0.01554444710655023,0.0001291755660245003,-7.65026169115404,14.3377190805114,0.0139132100657657,5.10982105463756,0.0709662331798513,0.05040450024475085,0.0007173003257062022,43.35002773964504,3.2475688792822996,43.471503409172286
35.4187684195605,17.5825653559278,-3.12763826137833,-2.80652877300283,-0.0388800018266942,0.016515120820979945,0.00015514017184450196,-7.13137698663839,14.3382256959683,0.0139148513343628,5.14745228073215,0.0715143289057101,0.037631226094589465,0.0005480957258588021,42.550145406198894,3.2443396599595022,42.67365245579355
35.13911957472,17.5784296606122,-3.12763502271331,-2.78950933163033,-0.0386992424342279,0.017019441372499777,0.00018075939246629813,-6.61114093660117,14.3393666038072,0.0139192055533408,5.17265681200648,0.071894530505038,0.025204531274329867,0.00038020159932788955,41.750260511321166,3.2390630568050014,41.875718289351674
34.8589799907457,17.5742111310751,-3.12763499572999,-2.77204896231668,-0.0384925800374367,0.017460369313650137,0.0002066623967912004,-6.09034319204118,14.3412381166012,0.0139264482063614,5.18686301420443,0.0721201235333296,0.014206202197950546,0.00022559302829160133,40.949323182786884,3.232973014473899,41.07674748127758
34.581455342898,17.5714806741376,-3.12763577149666,-2.75490832110987,-0.0382747242936488,0.017140641206809804,0.0002178557437878953,-5.57200096606576,14.3443050115476,0.0139334171409399,5.19254486313581,0.0722179859074052,0.005681848931379463,9.786237407560794e-05,40.15345630896376,3.2271756625899997,40.28293331316719
34.3070651830355,17.5694099240721,-3.12763642833702,-2.7395969461137,-0.0380722261547518,0.01531137499617019,0.0002024981388970004,-5.05528477953367,14.3489046982136,0.0139339553958994,5.19213566363582,0.0722179243959285,-0.0004091994999901871,-6.151147670385715e-08,39.36234996256917,3.220505225858501,39.493876088395666
34.0349063732579,17.5663902081366,-3.12763935819572,-2.7283180054186,-0.0379215651987734,0.011278940695099937,0.00015066095597840445,-4.53784245341783,14.3525172963348,0.0139315873632093,5.1871999212251,0.072144262171341,-0.004935742410719257,-7.366222458750349e-05,38.57274882667573,3.2138729118018006,38.70640684872502
