l_x,l_y,l_h,l_vx,l_vy,l_ax,l_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance
11.1226523737341,37.8445159657983,-1.55683369277894,0.0926477259809847,-6.60871517218997,,,15.9205847326903,1.3688021253849,1.5848444774008,-0.0932359583124927,6.61708092493643,,,-4.797932358956199,36.4757138404134,36.789915127502596
11.1273717815726,37.1795559250241,-1.55688930580315,0.0921590339106971,-6.58416280089436,-0.0004886920702875941,0.024552371295610165,15.9030444331663,2.02277604497003,1.58485017430687,-0.0937078327134151,6.64948502521586,-0.00047187440092238964,0.03240410027942975,-4.7756726515937,35.15677988005407,35.47965925442005
11.1333692517222,36.5139019237093,-1.55686708292658,0.0916468586597108,-6.55495971385157,-0.0005121752509863048,0.029203087042789733,15.8845196479641,2.68238659172093,1.58485479977259,-0.0943130163638409,6.69114521706516,-0.0006051836504258057,0.041660191849300254,-4.751150396241899,33.83151533198837,34.16350186597202
11.1398401305759,35.8483796486273,-1.55685155394095,0.0910695048715959,-6.51557575028198,-0.0005773537881148955,0.039383963569590286,15.8657944842813,3.34718533524589,1.58486159673494,-0.0950583269548004,6.74287742673754,-0.0007453105909595026,0.051732209672380236,-4.725954353705401,32.50119431338141,32.842994326788826
11.1474785677952,35.1882500279171,-1.55683567283188,0.0903779257637796,-6.46098089103939,-0.0006915791078162953,0.05459485924258978,15.8461170588522,4.01787578184287,1.58486718449217,-0.0959441842612924,6.80511166342528,-0.0008858573064920022,0.06223423668773975,-4.6986384910569985,31.170374246074232,31.522522651430837
11.1569018252135,34.5372394801574,-1.55681875699574,0.0895532859652379,-6.38984916015135,-0.000824639798541707,0.07113173088804015,15.8256705206005,4.69471125970355,1.58486784183988,-0.0969716590523912,6.87802640736304,-0.001027474791098798,0.0729147439377602,-4.668768695387,29.842528220453854,30.2055275027537
11.1676336036251,33.8963922793583,-1.55679708937084,0.088619680525696,-6.30475591102239,-0.000933605439541893,0.08509324912895977,15.8052571142541,5.3795075671016,1.58486330539477,-0.0981400123236864,6.96123927348828,-0.0011683532712951916,0.08321286612523959,-4.637623510629,28.516884712256704,28.891525842684025
11.1804748418234,33.2664703853825,-1.55677012021981,0.0876236409265717,-6.20972923179865,-0.0009960395991243098,0.0950266792237402,15.7858765350673,6.07407050995936,1.58486057058312,-0.0994401018313279,7.05365395267555,-0.0013000895076415026,0.09241467918726975,-4.6054016932439,27.19239987542314,27.579636251064773
11.1960805142545,32.6467755079396,-1.55673996939081,0.0866131787213845,-6.10792727449459,-0.0010104622051871903,0.10180195730406005,15.7661804519183,6.78038327729455,1.58485818453976,-0.100851835726744,7.15354174479814,-0.0014117338954161007,0.09988779212259047,-4.5700999376638,25.86639223064505,26.267014685148542
11.2146458540974,32.0354253550375,-1.55670824389021,0.085639099812972,-6.00113158781079,-0.0009740789084125012,0.10679568668379957,15.7468434931585,7.49807642562088,1.58485924800316,-0.102355102755547,7.25925449167619,-0.0015032670288030042,0.10571274687804966,-4.532197639061101,24.537348929416623,24.952400844877715
11.236566603088,31.4359459630954,-1.55667719060244,0.0847873366311474,-5.89118136420498,-0.0008517631818246024,0.10995022360580986,15.7272205305381,8.22495610139807,1.58486345273648,-0.103935281107524,7.36976902052352,-0.0015801783519769907,0.11051452884732971,-4.490653927450099,23.21098986169733,23.641404845227353
11.2614048673998,30.8494721472196,-1.55665070810472,0.084204325348491,-5.78017497474138,-0.0005830112826564066,0.11100638946360064,15.7071631764005,8.96277878325321,1.5848692300415,-0.105574678903784,7.48403034259797,-0.0016393977962600031,0.11426132207445061,-4.4457583090007,21.88669336396639,22.33365427668162
