l_x,l_y,l_h,l_vx,l_vy,l_ax,L_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance,l_dp,Dv,s_dp
-9.90583,14.474946,0.011144,3.399789999999996,0.038010000000010535,0.0,0.0,40.637640999999974,18.439083,9.430884599999999,-9.82122000000004,-0.05729999999999791,0.0,0.0,-50.543470999999975,-3.964137000000001,50.698686796431005,-5.54583,-6.4214300000000435,7.177640999999973
-9.565851,14.478747,0.011217,3.399789999999996,0.038010000000010535,0.0,0.0,39.65551899999997,18.433353,9.4304676,-9.82122000000004,-0.05729999999999791,0.0,0.0,-49.22136999999997,-3.954606,49.37997745333763,-5.205851,-6.4214300000000435,6.195518999999969
-9.230872,14.482517,0.01129,3.349790000000006,0.03769999999999385,-0.4999999999999005,-0.003100000000166858,38.67834199999999,18.428103,9.429982599999999,-9.771769999999833,-0.05250000000000199,0.49450000000206273,0.047999999999959186,-47.909213999999984,-3.9455860000000005,48.071409746139025,-4.870871999999999,-6.421979999999827,5.218341999999986
-8.900892,14.486254,0.011364,3.2997999999999905,0.037370000000009895,-0.499900000000153,-0.0032999999998395424,37.70607099999998,18.423424,9.4293716,-9.722710000000063,-0.046789999999994336,0.49059999999769843,0.057100000000076534,-46.60696299999998,-3.93717,46.77296556443975,-4.540892,-6.422910000000073,4.246070999999979
-8.575913,14.48996,0.011438,3.249790000000008,0.03705999999999321,-0.5000999999998257,-0.003100000000166858,36.732485999999994,18.419497,9.4285006,-9.735849999999857,-0.03927000000000902,-0.13139999999793872,0.07519999999985316,-45.308398999999994,-3.929537,45.478481515740704,-4.215913,-6.486059999999849,3.2724859999999936
-8.15094,14.494841,0.011536,4.249729999999996,0.04880999999999247,9.99939999999988,0.11749999999999261,35.750122999999974,18.416488,9.4275266,-9.823630000000207,-0.03008999999998707,-0.8778000000035036,0.09180000000021948,-43.90106299999997,-3.921647000000002,44.07587376017151,-3.79094,-5.5739000000002115,2.290122999999973
-7.837627,14.498467,0.01161,3.1331299999999995,0.03626000000000573,-11.165999999999965,-0.12549999999986738,34.75944899999999,18.414254,9.4268216,-9.906739999999843,-0.022340000000014015,-0.8310999999963542,0.07749999999973056,-42.59707599999999,-3.915787,42.77667906206773,-3.477627,-6.773609999999843,1.2994489999999885
-7.529314,14.502058,0.011685,3.0831300000000006,0.03591000000000122,-0.49999999999998934,-0.0035000000000451337,33.760294999999985,18.412599,9.4262266,-9.991540000000043,-0.01654999999999518,-0.8480000000020027,0.057900000000188356,-41.289608999999984,-3.9105410000000003,41.47437934780412,-3.169314,-6.908410000000043,0.3002949999999842
-7.226001,14.505614,0.011759,3.0331300000000017,0.035559999999996705,-0.49999999999998934,-0.0035000000000451337,32.752579999999995,18.411726,9.4253096,-10.077149999999904,-0.008729999999985694,-0.8560999999986052,0.07820000000009486,-39.97858099999999,-3.906112000000002,40.168951314791684,-2.866001,-7.044019999999902,-0.7074200000000062
-6.927687,14.509133,0.011833,2.983140000000004,0.03519000000000716,-0.49989999999997536,-0.0036999999998954536,31.73425199999997,18.411955,9.4241726,-10.183280000000252,0.002289999999973702,-1.0613000000034845,0.11019999999959396,-38.66193899999997,-3.9028219999999987,38.85842954628252,-2.5676869999999994,-7.200140000000248,-1.7257480000000314
-6.538269,14.51376,0.011931,3.8941800000000004,0.046269999999992706,9.110399999999963,0.11079999999985546,30.70263799999998,18.413338,9.4230836,-10.316139999999905,0.013830000000005782,-1.328599999996527,0.1154000000003208,-37.24090699999998,-3.899578,37.44451712548489,-2.1782689999999993,-6.421959999999904,-2.757362000000022
-6.251622,14.51719,0.012005,2.8664699999999943,0.03429999999999822,-10.277100000000061,-0.11969999999994485,29.655963999999983,18.415806,9.422094600000001,-10.466739999999959,0.024680000000003588,-1.5060000000005402,0.10849999999997806,-35.90758599999998,-3.8986160000000005,36.11860931795202,-1.891622,-7.6002699999999646,-3.8040360000000177
-5.969975,14.520582,0.012078,2.8164700000000042,0.033919999999998396,-0.4999999999999005,-0.0037999999999982492,28.593402999999995,18.419391,9.4210456,-10.625609999999881,0.035850000000010596,-1.5886999999992213,0.11170000000007008,-34.56337799999999,-3.8988090000000017,34.78257912216063,-1.6099749999999995,-7.809139999999877,-4.866597000000006
-5.693328,14.523934,0.012151,2.7664699999999964,0.03352000000001354,-0.5000000000000782,-0.003999999999848569,27.514749999999992,18.424278,9.4198326,-10.786530000000027,0.04887000000000086,-1.609200000001465,0.13019999999990262,-33.20807799999999,-3.9003440000000005,33.43634441401182,-1.3333279999999998,-8.020060000000031,-5.945250000000009
-5.421681,14.527244,0.012224,2.7164699999999975,0.03309999999999036,-0.49999999999998934,-0.004200000000231796,26.419611999999972,18.430651,9.4185236,-10.9513800000002,0.06372999999999962,-1.648500000001718,0.14859999999998763,-31.841292999999972,-3.9034070000000014,32.07965907112319,-1.061681,-8.234910000000202,-7.0403880000000285
-5.067817,14.531587,0.01232,3.5386400000000062,0.0434300000000043,8.221700000000087,0.10330000000013939,25.306663999999984,18.438532000000002,9.4173066,-11.129479999999887,0.07881000000001137,-1.7809999999968795,0.1508000000001175,-30.37448099999998,-3.906945000000002,30.624717390571703,-0.7078169999999995,-7.590839999999881,-8.153336000000017
-4.807836,14.5348,0.012392,2.599809999999998,0.032130000000005765,-9.388300000000083,-0.11299999999998533,24.175466999999998,18.447770000000002,9.416282599999999,-11.31196999999986,0.09237999999999857,-1.8248999999997295,0.13569999999987203,-28.983303,-3.9129700000000014,29.246250819732584,-0.4478359999999997,-8.712159999999862,-9.284533000000003
-4.552854,14.537968,0.012463,2.5498200000000004,0.031679999999987274,-0.49989999999997536,-0.004500000000184912,23.026351999999974,18.458249000000002,9.415351600000001,-11.491150000000232,0.10479000000000127,-1.7918000000037182,0.12410000000002697,-27.579205999999974,-3.920281000000003,27.85643923241798,-0.19285399999999964,-8.941330000000232,-10.433648000000026
-4.302873,14.541138,0.013069,2.49981,0.03170000000000783,-0.5001000000000033,0.00020000000020559128,21.860329999999976,18.469989,9.4143836,-11.660219999999981,0.1173999999999964,-1.6906999999974914,0.12609999999995125,-26.163202999999974,-3.9288510000000016,26.456550444065996,0.05712700000000037,-9.160409999999981,-11.599670000000025
-4.057898,14.544599,0.015691,2.4497500000000016,0.03460999999999714,-0.5005999999999844,0.0290999999998931,20.677433999999977,18.483056,9.4134216,-11.828959999999995,0.13066999999999496,-1.6874000000001388,0.1326999999999856,-24.73533199999998,-3.9384570000000014,25.046917828169434,0.30210200000000054,-9.379209999999993,-12.782566000000024
-3.817937,14.548884,0.0203,2.3996099999999965,0.04284999999999428,-0.5014000000000518,0.08239999999997139,19.477604999999983,18.497279,9.4127176,-11.99828999999994,0.14222999999997654,-1.6932999999994536,0.11559999999981585,-23.295541999999983,-3.9483949999999997,23.62778237900858,0.5420630000000002,-9.598679999999945,-13.982395000000018
-3.582997,14.554197,0.02488,2.3493999999999993,0.053130000000010114,-0.502099999999972,0.10280000000015832,18.260817999999972,18.512206,9.4124646,-12.167870000000107,0.14927000000000135,-1.6958000000016682,0.07040000000024804,-21.84381499999997,-3.958008999999999,22.19950650348572,0.7770030000000001,-9.818470000000108,-15.199182000000029
-3.35308,14.560397,0.029067,2.2991700000000037,0.06199999999999761,-0.5022999999999556,0.08869999999987499,17.02700299999998,18.527248,9.412690600000001,-12.338149999999928,0.1504200000000111,-1.7027999999982057,0.011500000000097543,-20.380082999999978,-3.966851,20.76255499554641,1.0069200000000005,-10.038979999999924,-16.43299700000002
-3.12819,14.567408,0.033353,2.248899999999998,0.07011000000000323,-0.5027000000000559,0.08110000000005613,15.776350999999977,18.541969,9.413175599999999,-12.506520000000023,0.14721000000001538,-1.6837000000009539,-0.03209999999995716,-18.904540999999977,-3.9745610000000013,19.31783646176251,1.2318100000000003,-10.257620000000024,-17.683649000000024
-2.910771,14.575022,0.039837,2.1741900000000003,0.07614000000000232,-0.7470999999999783,0.060299999999990916,14.510808999999995,18.556231,9.4136726,-12.655419999999822,0.14261999999998665,-1.4889999999979864,-0.04590000000028738,-17.421579999999995,-3.9812089999999998,17.87068758604662,1.4492290000000003,-10.481229999999822,-18.949191000000006
-2.698083,14.5835,0.044148,2.12688,0.08478000000000208,-0.4731000000000041,0.08639999999999759,13.233236999999974,18.569969,9.4142106,-12.775720000000206,0.13738000000000028,-1.2030000000038399,-0.05239999999986367,-15.931319999999975,-3.9864689999999996,16.42251174547792,1.6619170000000003,-10.648840000000206,-20.226763000000027
-2.489826,14.5927,0.048478,2.0825700000000014,0.09199999999999875,-0.4430999999999852,0.07219999999996674,11.947149999999993,18.583025,9.414843600000001,-12.860869999999807,0.13055999999998846,-0.8514999999960082,-0.06820000000011817,-14.436975999999994,-3.9903249999999986,14.9782832671238,1.8701740000000004,-10.778299999999806,-21.512850000000007
-2.285717,14.602602,0.052837,2.0410899999999987,0.09901999999998523,-0.41480000000002626,0.07019999999986481,10.652715999999998,18.59531,9.4155096,-12.944339999999954,0.122850000000021,-0.8347000000014759,-0.07709999999967465,-12.938432999999998,-3.992708000000002,13.540486168109066,2.0742830000000003,-10.903249999999955,-22.807284000000003
-2.085482,14.613192,0.057218,2.0023500000000016,0.10590000000000543,-0.3873999999999711,0.06880000000020203,9.349153000000001,18.606757,9.4162696,-13.03562999999997,0.11447000000000429,-0.9129000000001497,-0.08380000000016707,-11.434635,-3.993565000000002,12.111954383684328,2.2745180000000005,-11.033279999999968,-24.110847
-1.888855,14.624455,0.061621,1.9662699999999989,0.11262999999999579,-0.36080000000002777,0.06729999999990355,8.035978999999998,18.616875,9.4175626,-13.131740000000036,0.10117999999998517,-0.9611000000006698,-0.1329000000001912,-9.924833999999997,-3.992420000000001,10.69774496723286,2.4711450000000004,-11.165470000000038,-25.424021000000003
-1.695581,14.63638,0.066055,1.9327399999999995,0.11925000000001518,-0.33529999999999394,0.06620000000019388,6.7151700000000005,18.624604,9.4197026,-13.20808999999997,0.07729000000001207,-0.7634999999993397,-0.238899999999731,-8.410751000000001,-3.9882240000000007,9.308418934393586,2.6644190000000005,-11.275349999999971,-26.74483
