l_x,l_y,l_h,l_vx,l_vy,l_ax,l_ay,s_x,s_y,s_h,s_vx,s_vy,s_ax,s_ay,d_x,d_y,distance,l_dp,Dv,s_dp
11.6913933339628,38.259958029372,-1.55683369277894,-0.00354121285969816,-4.40474546293121,,,16.1699333917839,-1.48239307768246,1.58461055776088,-0.0680088038757995,4.97915511685489,,,-4.4785400578211,39.74235110705446,39.99389694148222,16.0513933339628,-0.06446759101610133,-17.2900666082161
11.7338832078855,37.8151481614136,-1.54296331262046,0.163599308825974,-4.32551665102727,0.16714052168567217,0.07922881190394016,16.184351508256,-0.979454889918538,1.58461106067902,-0.0703333971560038,5.14147219691225,-0.002324593280204304,0.16231708005736056,-4.450468300370501,38.79460305133214,39.04904472587046,16.0938832078855,0.09326591166997021,-17.275648491744
11.7717145553342,37.3788763280194,-1.53562428025558,0.323374928916424,-4.2455604692462,0.15977562009045,0.07995618178106945,16.1978199378424,-0.457130192865403,1.58461291193412,-0.072543447904469,5.2953710148303,-0.0022100507484651977,0.1538988179180496,-4.426105382508201,37.83600652088481,38.09401263066817,16.1317145553342,0.250831481011955,-17.2621800621576
11.8127462845098,36.9524770316923,-1.51952198422924,0.470977810296186,-4.16466597193626,0.14760288137976202,0.08089449730994058,16.210247256592,0.0802150556440765,1.58461515560797,-0.0746042167148668,5.43841785037504,-0.002060768810397809,0.14304683554474007,-4.397500972082202,36.87226197604822,37.133565921276606,16.1727462845098,0.3963735935813192,-17.249752743408
11.8655152311197,36.5313541968714,-1.4958397029875,0.603354286644253,-4.08510768643302,0.13237647634806693,0.07955828550324018,16.2209665085891,0.63199491903464,1.58461764175312,-0.0764845874527176,5.56851607282573,-0.0018803707378508006,0.13009822245069014,-4.355451277469401,35.89935927783676,36.16260433638061,16.2255152311197,0.5268696991915354,-17.2390334914109
11.9312970743541,36.1026532313838,-1.46230031946311,0.717129279629165,-4.00928282062995,0.113774992984912,0.07582486580307002,16.2306407062567,1.19612540657998,1.58461938748629,-0.0781608147321092,5.68388700298261,-0.0016762272793915955,0.11537093015687994,-4.2993436319026,34.90652782480382,35.17030054533206,16.2912970743541,0.6389684648970557,-17.2293592937433
12.0195625449151,35.695307186642,-1.43766227154044,0.811573905608222,-3.93312398089613,0.094444625979057,0.07615883973381976,16.239485009249,1.77241286569103,1.58462125423947,-0.0796096041432956,5.78261395298095,-0.0014487894111863964,0.09872694999833964,-4.2199224643339015,33.92289432095097,34.18436052810404,16.3795625449151,0.7319643014649264,-17.220514990751
12.1108216563192,35.3073962584278,-1.41763137643224,0.893909675785343,-3.86163402817897,0.08233577017712101,0.07148995271715997,16.2478281563074,2.35921169588264,1.58462502477582,-0.0808070758849733,5.86265438714944,-0.001197471741677697,0.08004043416848994,-4.1370064999882,32.94818456254516,33.206892187443316,16.4708216563192,0.8131025999003697,-17.2121718436926
12.2039610295872,34.9264948743243,-1.39823053421554,0.972051537899543,-3.80022628255051,0.07814186211420004,0.06140774562845985,16.2548563589501,2.9564948069777,1.58463046729753,-0.0817267476919451,5.9218249258483,-0.0009196718069718057,0.059170538698860575,-4.0508953293629,31.970000067346596,32.225621130951,16.5639610295872,0.8903247902075979,-17.2051436410499
12.3010275471009,34.5501671278724,-1.37675749563534,1.04870948855662,-3.74688010540101,0.07665795065707692,0.05334617714949985,16.2606483093944,3.55932895427244,1.58463564828568,-0.0823566146256569,5.95893425022641,-0.0006298669337117951,0.03710932437811021,-3.9596207622935022,30.990838173599958,31.242769520057692,16.6610275471009,0.966352873930963,-17.1993516906056
12.404037877311,34.1783102352517,-1.35042035770605,1.12185532515956,-3.6968830979872,0.07314583660294005,0.0499970074138103,16.2659943521393,4.1636383664901,1.58464595457672,-0.0827018311061665,5.97411510881382,-0.00034521648050959974,0.01518085858740914,-3.8619564748282986,30.0146718687616,30.26210890210557,16.764037877311,1.0391534940533935,-17.194005647860703
12.5200870874858,33.8115128686131,-1.3262507757565,1.19097986489943,-3.65288164093079,0.0691245397398701,0.04400145705640979,16.2695834019832,4.76602185416815,1.58466196388988,-0.0827764352390604,5.96851364301997,-7.46041328939101e-05,-0.005601465793849236,-3.749496314497401,29.04549101444495,29.28650322047055,16.8800870874858,1.1082034296603698,-17.1904165980168
12.6415770291479,33.4510967681972,-1.30115409467639,1.25544513748101,-3.61478567573056,0.06446527258157997,0.038095965200230175,16.2709553618874,5.36726774191939,1.58468239729781,-0.0825903841573878,5.94322271282428,0.00018605108167260576,-0.025290930195690287,-3.629378332739499,28.08382902627781,28.317376994689376,17.0015770291479,1.1728547533236222,-17.189044638112602
12.7700950722848,33.1023049549672,-1.28349813357343,1.32176841582336,-3.5936727901672,0.06632327834234997,0.021112885563359995,16.2700645029402,5.96673242698736,1.58470518547303,-0.0821512003871071,5.89925997525947,0.0004391837702806961,-0.04396273756480973,-3.4999694306554012,27.135572527979843,27.36035603636723,17.1300950722848,1.2396172154362528,-17.1899354970598
12.9021350396628,32.7560627278367,-1.27138162242992,1.40140717563082,-3.60380393559139,0.07963875980745994,-0.010131145424189913,16.2665053405932,6.56019534973269,1.58472711537636,-0.0814754336710687,5.83829503078664,0.0006757667160384034,-0.06096494447282996,-3.364370300930398,26.19586737810401,26.411029044946282,17.2621350396628,1.3199317419597512,-17.193494659406802
